class,x,y,landmark_index
RL,677,110,0
RL,623,119,1
RL,568,152,2
RL,514,191,3
RL,465,228,4
RL,423,268,5
RL,388,307,6
RL,360,345,7
RL,333,390,8
RL,307,435,9
RL,288,480,10
RL,268,526,11
RL,251,568,12
RL,238,614,13
RL,218,658,14
RL,205,707,15
RL,195,751,16
RL,182,794,17
RL,171,839,18
RL,155,880,19
RL,143,919,20
RL,153,958,21
RL,195,905,22
RL,259,861,23
RL,335,829,24
RL,412,811,25
RL,488,813,26
RL,563,820,27
RL,634,822,28
RL,683,824,29
RL,677,775,30
RL,662,720,31
RL,665,669,32
RL,686,623,33
RL,717,574,34
RL,745,526,35
RL,761,476,36
RL,767,418,37
RL,778,366,38
RL,784,316,39
RL,786,267,40
RL,788,216,41
RL,778,162,42
RL,738,120,43
LL,1153,156,0
LL,1201,181,1
LL,1245,212,2
LL,1295,253,3
LL,1339,295,4
LL,1370,332,5
LL,1390,372,6
LL,1411,417,7
LL,1436,460,8
LL,1455,504,9
LL,1474,549,10
LL,1494,595,11
LL,1510,637,12
LL,1523,678,13
LL,1535,727,14
LL,1544,768,15
LL,1554,813,16
LL,1565,862,17
LL,1571,906,18
LL,1570,950,19
LL,1568,997,20
LL,1561,1034,21
LL,1539,1001,22
LL,1506,961,23
LL,1472,936,24
LL,1433,914,25
LL,1382,907,26
LL,1338,899,27
LL,1336,867,28
LL,1347,832,29
LL,1357,795,30
LL,1359,757,31
LL,1352,713,32
LL,1338,670,33
LL,1310,631,34
LL,1278,594,35
LL,1238,560,36
LL,1201,525,37
LL,1175,492,38
LL,1150,454,39
LL,1129,416,40
LL,1110,388,41
LL,1095,355,42
LL,1071,329,43
LL,1039,309,44
LL,1028,273,45
LL,1028,235,46
LL,1039,199,47
LL,1069,165,48
LL,1108,148,49
H,679,821,0
H,649,756,1
H,652,690,2
H,671,628,3
H,704,564,4
H,744,505,5
H,784,471,6
H,834,453,7
H,886,446,8
H,939,446,9
H,995,446,10
H,1050,445,11
H,1119,470,12
H,1187,533,13
H,1258,614,14
H,1313,685,15
H,1347,758,16
H,1364,830,17
H,1337,890,18
H,1275,920,19
H,1198,934,20
H,1118,950,21
H,1025,948,22
H,937,940,23
H,846,917,24
H,755,878,25
