class,x,y,landmark_index
RL,587,207,0
RL,549,214,1
RL,507,244,2
RL,459,286,3
RL,409,328,4
RL,368,379,5
RL,337,429,6
RL,309,480,7
RL,286,530,8
RL,263,585,9
RL,247,637,10
RL,231,692,11
RL,221,742,12
RL,214,797,13
RL,204,848,14
RL,196,903,15
RL,190,952,16
RL,183,1001,17
RL,179,1055,18
RL,172,1102,19
RL,173,1153,20
RL,186,1199,21
RL,214,1148,22
RL,257,1095,23
RL,314,1049,24
RL,382,1015,25
RL,452,996,26
RL,520,985,27
RL,578,978,28
RL,614,976,29
RL,591,921,30
RL,554,865,31
RL,526,811,32
RL,518,760,33
RL,526,707,34
RL,540,655,35
RL,555,600,36
RL,566,541,37
RL,585,486,38
RL,602,434,39
RL,623,380,40
RL,644,326,41
RL,650,270,42
RL,629,222,43
LL,963,225,0
LL,1012,254,1
LL,1058,290,2
LL,1107,339,3
LL,1147,388,4
LL,1177,436,5
LL,1199,486,6
LL,1221,538,7
LL,1243,591,8
LL,1260,645,9
LL,1276,700,10
LL,1288,753,11
LL,1302,807,12
LL,1314,858,13
LL,1324,918,14
LL,1332,971,15
LL,1340,1030,16
LL,1345,1088,17
LL,1348,1140,18
LL,1343,1189,19
LL,1335,1240,20
LL,1324,1276,21
LL,1304,1228,22
LL,1273,1167,23
LL,1226,1123,24
LL,1171,1086,25
LL,1106,1065,26
LL,1053,1049,27
LL,1052,1016,28
LL,1073,980,29
LL,1096,939,30
LL,1116,894,31
LL,1117,843,32
LL,1115,796,33
LL,1106,748,34
LL,1090,701,35
LL,1067,658,36
LL,1048,613,37
LL,1036,567,38
LL,1019,519,39
LL,1002,472,40
LL,987,429,41
LL,969,385,42
LL,931,354,43
LL,886,335,44
LL,866,303,45
LL,860,269,46
LL,865,242,47
LL,887,220,48
LL,920,212,49
H,594,958,0
H,554,894,1
H,532,829,2
H,524,765,3
H,540,695,4
H,574,636,5
H,628,604,6
H,690,584,7
H,745,582,8
H,800,584,9
H,858,588,10
H,908,596,11
H,963,628,12
H,1020,693,13
H,1066,776,14
H,1095,852,15
H,1104,925,16
H,1098,995,17
H,1066,1042,18
H,1011,1061,19
H,953,1066,20
H,897,1071,21
H,841,1066,22
H,783,1052,23
H,724,1036,24
H,660,1007,25
