class,x,y,landmark_index
RL,400,168,0
RL,372,175,1
RL,342,196,2
RL,315,220,3
RL,295,244,4
RL,276,273,5
RL,262,300,6
RL,250,324,7
RL,239,353,8
RL,229,383,9
RL,221,413,10
RL,212,442,11
RL,205,467,12
RL,201,497,13
RL,193,525,14
RL,186,554,15
RL,184,582,16
RL,179,611,17
RL,175,642,18
RL,171,669,19
RL,170,699,20
RL,179,727,21
RL,201,692,22
RL,232,661,23
RL,270,637,24
RL,314,620,25
RL,361,614,26
RL,408,611,27
RL,455,606,28
RL,493,607,29
RL,494,576,30
RL,479,540,31
RL,469,508,32
RL,472,478,33
RL,483,446,34
RL,490,414,35
RL,490,381,36
RL,489,345,37
RL,495,313,38
RL,494,283,39
RL,490,254,40
RL,482,226,41
RL,469,196,42
RL,437,172,43
LL,742,147,0
LL,773,155,1
LL,803,171,2
LL,833,193,3
LL,858,218,4
LL,878,243,5
LL,892,270,6
LL,905,299,7
LL,918,326,8
LL,928,356,9
LL,940,385,10
LL,953,416,11
LL,963,444,12
LL,973,471,13
LL,982,502,14
LL,994,529,15
LL,1005,556,16
LL,1014,588,17
LL,1021,617,18
LL,1028,644,19
LL,1034,675,20
LL,1035,702,21
LL,1025,685,22
LL,1007,663,23
LL,991,649,24
LL,977,635,25
LL,957,627,26
LL,941,613,27
LL,939,578,28
LL,932,548,29
LL,923,522,30
LL,915,496,31
LL,902,473,32
LL,891,448,33
LL,876,427,34
LL,857,407,35
LL,830,387,36
LL,805,366,37
LL,785,347,38
LL,763,327,39
LL,745,307,40
LL,729,291,41
LL,713,273,42
LL,687,264,43
LL,656,258,44
LL,647,237,45
LL,648,211,46
LL,658,186,47
LL,681,163,48
LL,711,150,49
H,496,601,0
H,471,561,1
H,464,519,2
H,465,481,3
H,480,440,4
H,498,402,5
H,518,379,6
H,547,366,7
H,580,360,8
H,616,357,9
H,656,350,10
H,695,341,11
H,739,347,12
H,785,375,13
H,836,419,14
H,879,457,15
H,920,503,16
H,949,555,17
H,946,606,18
H,906,638,19
H,847,653,20
H,787,665,21
H,724,668,22
H,665,666,23
H,604,655,24
H,543,633,25
