class,x,y,landmark_index
RL,918,469,0
RL,831,491,1
RL,736,544,2
RL,641,616,3
RL,562,696,4
RL,503,786,5
RL,466,874,6
RL,444,958,7
RL,421,1044,8
RL,407,1134,9
RL,397,1225,10
RL,384,1314,11
RL,375,1397,12
RL,366,1491,13
RL,340,1583,14
RL,323,1678,15
RL,305,1768,16
RL,286,1858,17
RL,277,1947,18
RL,272,2028,19
RL,271,2116,20
RL,287,2188,21
RL,342,2100,22
RL,421,2005,23
RL,519,1920,24
RL,624,1846,25
RL,728,1793,26
RL,834,1750,27
RL,940,1719,28
RL,1022,1701,29
RL,1018,1617,30
RL,977,1532,31
RL,945,1443,32
RL,944,1358,33
RL,962,1269,34
RL,981,1178,35
RL,1008,1088,36
RL,1048,989,37
RL,1094,895,38
RL,1120,808,39
RL,1129,717,40
RL,1122,629,41
RL,1089,546,42
RL,1012,480,43
LL,1581,424,0
LL,1678,454,1
LL,1770,502,2
LL,1866,577,3
LL,1944,660,4
LL,1994,740,5
LL,2022,828,6
LL,2051,920,7
LL,2075,1010,8
LL,2094,1100,9
LL,2111,1187,10
LL,2120,1279,11
LL,2133,1366,12
LL,2147,1450,13
LL,2165,1545,14
LL,2182,1633,15
LL,2200,1726,16
LL,2216,1818,17
LL,2228,1909,18
LL,2231,1995,19
LL,2224,2083,20
LL,2204,2143,21
LL,2158,2068,22
LL,2088,1974,23
LL,2001,1905,24
LL,1900,1849,25
LL,1782,1822,26
LL,1688,1797,27
LL,1681,1742,28
LL,1710,1681,29
LL,1751,1621,30
LL,1789,1556,31
LL,1807,1478,32
LL,1811,1405,33
LL,1790,1327,34
LL,1754,1249,35
LL,1705,1175,36
LL,1654,1100,37
LL,1610,1032,38
LL,1562,960,39
LL,1520,896,40
LL,1485,845,41
LL,1458,793,42
LL,1419,753,43
LL,1371,721,44
LL,1352,658,45
LL,1355,589,46
LL,1383,525,47
LL,1435,463,48
LL,1498,425,49
H,1020,1674,0
H,972,1568,1
H,945,1449,2
H,937,1333,3
H,956,1208,4
H,996,1104,5
H,1072,1042,6
H,1169,1007,7
H,1254,999,8
H,1334,996,9
H,1418,992,10
H,1496,993,11
H,1580,1041,12
H,1664,1151,13
H,1731,1295,14
H,1769,1423,15
H,1775,1544,16
H,1758,1659,17
H,1705,1752,18
H,1619,1793,19
H,1534,1801,20
H,1450,1812,21
H,1367,1811,22
H,1286,1801,23
H,1199,1784,24
H,1106,1748,25
