class,x,y,landmark_index
RL,477,33,0
RL,412,50,1
RL,352,78,2
RL,304,113,3
RL,272,145,4
RL,253,181,5
RL,245,216,6
RL,240,249,7
RL,231,283,8
RL,222,322,9
RL,212,359,10
RL,198,393,11
RL,188,423,12
RL,181,459,13
RL,167,490,14
RL,161,522,15
RL,158,554,16
RL,154,588,17
RL,154,627,18
RL,156,664,19
RL,161,701,20
RL,177,740,21
RL,207,696,22
RL,247,647,23
RL,300,606,24
RL,364,572,25
RL,436,558,26
RL,505,554,27
RL,577,552,28
RL,634,558,29
RL,639,523,30
RL,627,483,31
RL,619,446,32
RL,617,411,33
RL,625,372,34
RL,631,333,35
RL,632,293,36
RL,632,246,37
RL,636,205,38
RL,630,164,39
RL,622,124,40
RL,613,86,41
RL,592,51,42
RL,543,29,43
LL,935,20,0
LL,995,27,1
LL,1053,47,2
LL,1102,72,3
LL,1141,105,4
LL,1169,135,5
LL,1188,170,6
LL,1203,207,7
LL,1217,245,8
LL,1229,282,9
LL,1243,317,10
LL,1254,352,11
LL,1259,383,12
LL,1260,412,13
LL,1260,446,14
LL,1262,477,15
LL,1263,510,16
LL,1265,551,17
LL,1263,587,18
LL,1258,621,19
LL,1254,659,20
LL,1248,692,21
LL,1232,676,22
LL,1213,655,23
LL,1199,641,24
LL,1179,625,25
LL,1140,619,26
LL,1101,611,27
LL,1086,578,28
LL,1079,543,29
LL,1076,507,30
LL,1073,469,31
LL,1060,435,32
LL,1045,401,33
LL,1018,372,34
LL,989,348,35
LL,958,325,36
LL,930,301,37
LL,903,278,38
LL,873,252,39
LL,846,224,40
LL,826,204,41
LL,813,179,42
LL,794,162,43
LL,774,153,44
LL,773,129,45
LL,782,101,46
LL,797,70,47
LL,829,38,48
LL,879,23,49
H,617,499,0
H,597,462,1
H,593,425,2
H,596,384,3
H,612,339,4
H,631,297,5
H,658,266,6
H,702,245,7
H,741,235,8
H,779,233,9
H,823,235,10
H,862,240,11
H,904,265,12
H,955,309,13
H,1007,369,14
H,1049,418,15
H,1085,467,16
H,1109,523,17
H,1094,574,18
H,1044,603,19
H,976,618,20
H,909,621,21
H,840,606,22
H,778,590,23
H,723,570,24
H,662,538,25
