class,x,y,landmark_index
RL,476,218,0
RL,438,226,1
RL,400,255,2
RL,363,286,3
RL,336,318,4
RL,320,353,5
RL,311,388,6
RL,303,417,7
RL,295,451,8
RL,291,489,9
RL,289,526,10
RL,283,562,11
RL,280,593,12
RL,277,630,13
RL,268,663,14
RL,262,699,15
RL,256,733,16
RL,247,767,17
RL,239,802,18
RL,229,834,19
RL,221,867,20
RL,225,900,21
RL,248,862,22
RL,281,827,23
RL,327,798,24
RL,380,777,25
RL,432,773,26
RL,482,773,27
RL,526,772,28
RL,557,776,29
RL,548,742,30
RL,523,703,31
RL,500,664,32
RL,490,627,33
RL,490,588,34
RL,488,548,35
RL,491,506,36
RL,502,461,37
RL,526,419,38
RL,541,379,39
RL,552,339,40
RL,557,298,41
RL,551,257,42
RL,520,225,43
LL,804,237,0
LL,833,252,1
LL,859,276,2
LL,888,306,3
LL,912,336,4
LL,932,365,5
LL,944,397,6
LL,956,429,7
LL,966,461,8
LL,975,496,9
LL,988,529,10
LL,999,563,11
LL,1010,595,12
LL,1022,626,13
LL,1034,663,14
LL,1048,694,15
LL,1063,727,16
LL,1075,763,17
LL,1091,795,18
LL,1102,823,19
LL,1106,854,20
LL,1102,877,21
LL,1080,851,22
LL,1046,825,23
LL,1008,811,24
LL,969,801,25
LL,930,801,26
LL,904,797,27
LL,913,773,28
LL,934,748,29
LL,953,718,30
LL,965,690,31
LL,967,657,32
LL,961,626,33
LL,940,598,34
LL,916,572,35
LL,889,545,36
LL,868,515,37
LL,853,486,38
LL,837,457,39
LL,823,428,40
LL,808,405,41
LL,793,379,42
LL,769,360,43
LL,737,348,44
LL,727,323,45
LL,726,294,46
LL,731,268,47
LL,752,244,48
LL,778,232,49
H,541,754,0
H,510,702,1
H,492,648,2
H,482,595,3
H,486,540,4
H,502,489,5
H,539,461,6
H,588,444,7
H,633,440,8
H,677,440,9
H,718,444,10
H,755,448,11
H,802,470,12
H,856,519,13
H,902,583,14
H,936,640,15
H,952,695,16
H,953,751,17
H,928,797,18
H,886,821,19
H,840,831,20
H,794,841,21
H,744,843,22
H,697,837,23
H,645,821,24
H,590,795,25
