class,x,y,landmark_index
RL,431,86,0
RL,402,94,1
RL,373,115,2
RL,346,136,3
RL,326,157,4
RL,307,182,5
RL,292,205,6
RL,277,225,7
RL,265,250,8
RL,256,278,9
RL,249,306,10
RL,238,331,11
RL,231,353,12
RL,225,379,13
RL,213,402,14
RL,203,425,15
RL,193,448,16
RL,179,471,17
RL,169,497,18
RL,161,520,19
RL,156,545,20
RL,160,570,21
RL,183,540,22
RL,218,512,23
RL,260,488,24
RL,305,470,25
RL,351,466,26
RL,396,464,27
RL,440,458,28
RL,477,460,29
RL,482,438,30
RL,474,410,31
RL,464,384,32
RL,464,359,33
RL,470,334,34
RL,475,307,35
RL,482,278,36
RL,492,244,37
RL,505,215,38
RL,508,187,39
RL,507,161,40
RL,504,135,41
RL,495,109,42
RL,467,88,43
LL,715,68,0
LL,744,85,1
LL,774,107,2
LL,800,134,3
LL,817,161,4
LL,830,186,5
LL,838,212,6
LL,847,236,7
LL,856,258,8
LL,864,283,9
LL,876,307,10
LL,889,332,11
LL,901,355,12
LL,911,378,13
LL,918,404,14
LL,927,427,15
LL,934,452,16
LL,937,481,17
LL,936,506,18
LL,937,528,19
LL,941,552,20
LL,939,572,21
LL,928,557,22
LL,913,540,23
LL,898,527,24
LL,879,513,25
LL,850,507,26
LL,826,496,27
LL,828,464,28
LL,837,434,29
LL,841,404,30
LL,840,375,31
LL,833,352,32
LL,827,328,33
LL,814,306,34
LL,800,288,35
LL,778,271,36
LL,758,253,37
LL,740,235,38
LL,722,216,39
LL,707,195,40
LL,695,177,41
LL,684,156,42
LL,668,142,43
LL,648,135,44
LL,645,117,45
LL,646,98,46
LL,653,81,47
LL,671,66,48
LL,693,61,49
H,476,449,0
H,461,423,1
H,459,394,2
H,460,365,3
H,467,333,4
H,481,304,5
H,502,282,6
H,533,267,7
H,563,259,8
H,595,252,9
H,636,245,10
H,675,236,11
H,719,244,12
H,761,275,13
H,801,322,14
H,831,362,15
H,855,402,16
H,869,447,17
H,858,487,18
H,822,508,19
H,772,520,20
H,718,531,21
H,661,527,22
H,611,516,23
H,567,502,24
H,515,476,25
