class,x,y,landmark_index
RL,693,137,0
RL,641,149,1
RL,582,179,2
RL,524,214,3
RL,476,249,4
RL,439,289,5
RL,415,330,6
RL,392,368,7
RL,368,411,8
RL,344,456,9
RL,322,499,10
RL,302,544,11
RL,289,586,12
RL,281,631,13
RL,269,673,14
RL,263,718,15
RL,258,759,16
RL,248,801,17
RL,243,846,18
RL,237,889,19
RL,227,930,20
RL,227,971,21
RL,259,917,22
RL,307,868,23
RL,369,827,24
RL,436,796,25
RL,504,783,26
RL,569,781,27
RL,633,780,28
RL,679,785,29
RL,678,742,30
RL,668,693,31
RL,672,646,32
RL,689,604,33
RL,714,561,34
RL,735,515,35
RL,748,469,36
RL,760,419,37
RL,776,375,38
RL,785,328,39
RL,790,281,40
RL,794,235,41
RL,787,185,42
RL,749,145,43
LL,1112,173,0
LL,1157,198,1
LL,1199,233,2
LL,1243,279,3
LL,1282,329,4
LL,1311,372,5
LL,1334,417,6
LL,1358,466,7
LL,1380,515,8
LL,1396,568,9
LL,1411,619,10
LL,1422,672,11
LL,1432,718,12
LL,1437,764,13
LL,1440,815,14
LL,1443,862,15
LL,1444,912,16
LL,1444,968,17
LL,1442,1018,18
LL,1437,1065,19
LL,1436,1112,20
LL,1429,1150,21
LL,1410,1100,22
LL,1380,1039,23
LL,1339,991,24
LL,1289,952,25
LL,1224,932,26
LL,1173,916,27
LL,1174,882,28
LL,1190,847,29
LL,1202,813,30
LL,1208,774,31
LL,1199,730,32
LL,1186,690,33
LL,1161,650,34
LL,1131,614,35
LL,1099,579,36
LL,1076,543,37
LL,1064,507,38
LL,1049,469,39
LL,1033,436,40
LL,1023,409,41
LL,1021,376,42
LL,1006,349,43
LL,980,329,44
LL,976,292,45
LL,983,253,46
LL,1000,216,47
LL,1030,184,48
LL,1068,166,49
H,679,775,0
H,658,717,1
H,662,661,2
H,679,607,3
H,710,551,4
H,745,505,5
H,781,482,6
H,825,473,7
H,865,475,8
H,903,481,9
H,943,487,10
H,983,489,11
H,1032,517,12
H,1086,576,13
H,1141,654,14
H,1178,721,15
H,1197,789,16
H,1204,859,17
H,1178,911,18
H,1123,929,19
H,1061,932,20
H,1000,933,21
H,933,918,22
H,872,900,23
H,806,872,24
H,736,828,25
