class,x,y,landmark_index
RL,751,352,0
RL,705,358,1
RL,654,393,2
RL,599,435,3
RL,552,478,4
RL,514,529,5
RL,479,579,6
RL,448,622,7
RL,416,676,8
RL,389,730,9
RL,367,789,10
RL,339,841,11
RL,321,892,12
RL,304,948,13
RL,282,1000,14
RL,265,1058,15
RL,254,1108,16
RL,241,1162,17
RL,226,1218,18
RL,210,1264,19
RL,200,1315,20
RL,208,1361,21
RL,248,1299,22
RL,308,1246,23
RL,385,1207,24
RL,467,1184,25
RL,546,1184,26
RL,621,1187,27
RL,692,1184,28
RL,746,1184,29
RL,744,1124,30
RL,721,1061,31
RL,703,1002,32
RL,709,946,33
RL,734,891,34
RL,757,835,35
RL,776,776,36
RL,795,713,37
RL,821,654,38
RL,835,597,39
RL,848,539,40
RL,859,482,41
RL,851,421,42
RL,808,368,43
LL,1192,367,0
LL,1235,391,1
LL,1270,428,2
LL,1310,480,3
LL,1347,533,4
LL,1375,582,5
LL,1397,635,6
LL,1425,688,7
LL,1450,739,8
LL,1469,794,9
LL,1491,847,10
LL,1506,904,11
LL,1520,955,12
LL,1530,1005,13
LL,1536,1064,14
LL,1544,1113,15
LL,1550,1170,16
LL,1556,1229,17
LL,1564,1282,18
LL,1566,1332,19
LL,1566,1385,20
LL,1563,1430,21
LL,1543,1390,22
LL,1513,1335,23
LL,1478,1299,24
LL,1437,1267,25
LL,1382,1257,26
LL,1336,1247,27
LL,1330,1212,28
LL,1334,1173,29
LL,1335,1129,30
LL,1329,1086,31
LL,1306,1038,32
LL,1282,992,33
LL,1249,947,34
LL,1216,907,35
LL,1185,868,36
LL,1165,827,37
LL,1151,787,38
LL,1139,748,39
LL,1129,708,40
LL,1119,675,41
LL,1117,632,42
LL,1104,597,43
LL,1076,569,44
LL,1070,521,45
LL,1069,470,46
LL,1076,425,47
LL,1106,384,48
LL,1147,360,49
H,741,1151,0
H,713,1081,1
H,706,1008,2
H,710,939,3
H,740,868,4
H,778,805,5
H,827,775,6
H,883,763,7
H,936,764,8
H,988,774,9
H,1039,782,10
H,1089,788,11
H,1142,820,12
H,1194,890,13
H,1253,978,14
H,1302,1053,15
H,1336,1119,16
H,1354,1193,17
H,1334,1253,18
H,1274,1280,19
H,1194,1289,20
H,1111,1305,21
H,1023,1300,22
H,954,1288,23
H,880,1261,24
H,804,1216,25
