class,x,y,landmark_index
RL,131,0,0
RL,114,4,1
RL,97,12,2
RL,81,23,3
RL,71,36,4
RL,66,48,5
RL,63,60,6
RL,59,71,7
RL,56,84,8
RL,54,97,9
RL,50,110,10
RL,45,123,11
RL,43,135,12
RL,40,149,13
RL,33,162,14
RL,29,176,15
RL,27,189,16
RL,23,203,17
RL,20,216,18
RL,18,231,19
RL,17,244,20
RL,20,256,21
RL,30,239,22
RL,47,222,23
RL,66,206,24
RL,89,193,25
RL,114,185,26
RL,137,180,27
RL,161,176,28
RL,179,175,29
RL,178,163,30
RL,171,150,31
RL,166,139,32
RL,162,129,33
RL,160,117,34
RL,158,105,35
RL,157,91,36
RL,158,76,37
RL,162,63,38
RL,163,49,39
RL,165,36,40
RL,166,23,41
RL,162,10,42
RL,149,1,43
LL,292,24,0
LL,308,27,1
LL,324,33,2
LL,339,42,3
LL,350,53,4
LL,356,62,5
LL,360,74,6
LL,363,88,7
LL,365,100,8
LL,370,114,9
LL,377,127,10
LL,384,140,11
LL,390,149,12
LL,394,156,13
LL,398,167,14
LL,402,176,15
LL,406,188,16
LL,410,202,17
LL,411,216,18
LL,408,229,19
LL,404,240,20
LL,398,245,21
LL,386,232,22
LL,370,220,23
LL,353,213,24
LL,334,208,25
LL,312,208,26
LL,294,206,27
LL,288,198,28
LL,286,190,29
LL,286,179,30
LL,287,169,31
LL,287,158,32
LL,286,148,33
LL,281,139,34
LL,276,133,35
LL,271,128,36
LL,266,121,37
LL,263,114,38
LL,262,109,39
LL,260,100,40
LL,261,91,41
LL,263,80,42
LL,261,72,43
LL,253,66,44
LL,252,57,45
LL,255,47,46
LL,259,36,47
LL,268,27,48
LL,279,22,49
H,179,158,0
H,171,147,1
H,167,136,2
H,164,123,3
H,164,110,4
H,165,97,5
H,170,87,6
H,181,82,7
H,194,78,8
H,207,78,9
H,220,76,10
H,229,76,11
H,240,82,12
H,256,95,13
H,273,112,14
H,287,126,15
H,305,143,16
H,320,161,17
H,322,180,18
H,312,194,19
H,291,203,20
H,266,207,21
H,245,201,22
H,228,194,23
H,212,186,24
H,194,172,25
