class,x,y,landmark_index
RL,551,122,0
RL,510,128,1
RL,473,155,2
RL,437,190,3
RL,402,226,4
RL,373,264,5
RL,352,303,6
RL,332,336,7
RL,314,374,8
RL,303,414,9
RL,296,452,10
RL,288,491,11
RL,281,526,12
RL,275,565,13
RL,267,600,14
RL,262,639,15
RL,260,678,16
RL,255,717,17
RL,247,757,18
RL,239,793,19
RL,238,830,20
RL,251,868,21
RL,284,832,22
RL,325,800,23
RL,369,772,24
RL,413,751,25
RL,455,748,26
RL,499,750,27
RL,542,747,28
RL,573,744,29
RL,562,701,30
RL,540,655,31
RL,531,612,32
RL,543,572,33
RL,568,533,34
RL,588,492,35
RL,605,448,36
RL,621,398,37
RL,639,352,38
RL,644,308,39
RL,642,264,40
RL,639,220,41
RL,630,174,42
RL,597,134,43
LL,889,101,0
LL,932,118,1
LL,975,144,2
LL,1018,176,3
LL,1052,214,4
LL,1076,251,5
LL,1095,290,6
LL,1115,332,7
LL,1132,373,8
LL,1145,415,9
LL,1162,456,10
LL,1176,498,11
LL,1189,538,12
LL,1202,576,13
LL,1211,620,14
LL,1217,659,15
LL,1225,699,16
LL,1231,743,17
LL,1237,782,18
LL,1240,821,19
LL,1241,866,20
LL,1240,903,21
LL,1221,877,22
LL,1192,846,23
LL,1162,827,24
LL,1128,809,25
LL,1085,804,26
LL,1048,795,27
LL,1047,765,28
LL,1056,734,29
LL,1063,699,30
LL,1064,663,31
LL,1050,624,32
LL,1032,587,33
LL,1004,551,34
LL,973,519,35
LL,941,485,36
LL,917,452,37
LL,899,419,38
LL,879,387,39
LL,863,357,40
LL,852,331,41
LL,846,300,42
LL,828,274,43
LL,801,255,44
LL,797,218,45
LL,799,180,46
LL,806,144,47
LL,826,114,48
LL,854,98,49
H,563,723,0
H,528,665,1
H,528,604,2
H,544,546,3
H,578,487,4
H,614,437,5
H,652,409,6
H,694,395,7
H,732,392,8
H,767,398,9
H,804,401,10
H,839,404,11
H,882,430,12
H,929,486,13
H,985,556,14
H,1028,616,15
H,1056,678,16
H,1070,742,17
H,1051,795,18
H,999,821,19
H,939,832,20
H,882,842,21
H,822,838,22
H,758,826,23
H,695,807,24
H,626,774,25
