class,x,y,landmark_index
RL,726,269,0
RL,670,279,1
RL,611,317,2
RL,551,362,3
RL,500,415,4
RL,453,470,5
RL,416,526,6
RL,386,579,7
RL,357,636,8
RL,334,696,9
RL,316,756,10
RL,299,817,11
RL,285,873,12
RL,277,936,13
RL,263,991,14
RL,253,1055,15
RL,241,1110,16
RL,232,1169,17
RL,226,1228,18
RL,214,1282,19
RL,209,1338,20
RL,221,1388,21
RL,264,1325,22
RL,327,1270,23
RL,401,1225,24
RL,483,1197,25
RL,566,1186,26
RL,645,1184,27
RL,720,1185,28
RL,771,1188,29
RL,755,1126,30
RL,720,1058,31
RL,706,991,32
RL,716,927,33
RL,742,863,34
RL,763,799,35
RL,784,733,36
RL,806,663,37
RL,834,599,38
RL,849,533,39
RL,852,465,40
RL,851,398,41
RL,837,333,42
RL,792,282,43
LL,1189,309,0
LL,1246,331,1
LL,1302,367,2
LL,1359,414,3
LL,1410,468,4
LL,1449,516,5
LL,1480,573,6
LL,1509,628,7
LL,1531,683,8
LL,1553,740,9
LL,1570,797,10
LL,1586,854,11
LL,1599,911,12
LL,1610,963,13
LL,1617,1024,14
LL,1624,1078,15
LL,1630,1134,16
LL,1635,1195,17
LL,1644,1253,18
LL,1645,1308,19
LL,1636,1366,20
LL,1621,1409,21
LL,1589,1365,22
LL,1542,1310,23
LL,1487,1279,24
LL,1424,1258,25
LL,1351,1257,26
LL,1301,1252,27
LL,1312,1214,28
LL,1341,1170,29
LL,1366,1125,30
LL,1378,1078,31
LL,1370,1024,32
LL,1355,975,33
LL,1332,926,34
LL,1300,879,35
LL,1263,834,36
LL,1233,788,37
LL,1213,744,38
LL,1188,697,39
LL,1162,653,40
LL,1140,616,41
LL,1124,577,42
LL,1099,545,43
LL,1069,518,44
LL,1059,471,45
LL,1059,420,46
LL,1070,371,47
LL,1101,328,48
LL,1140,304,49
H,759,1174,0
H,720,1093,1
H,706,1009,2
H,709,926,3
H,736,841,4
H,771,769,5
H,819,729,6
H,882,706,7
H,942,703,8
H,998,703,9
H,1055,704,10
H,1110,706,11
H,1173,739,12
H,1235,812,13
H,1294,910,14
H,1339,993,15
H,1359,1081,16
H,1354,1169,17
H,1311,1238,18
H,1243,1270,19
H,1174,1281,20
H,1107,1293,21
H,1037,1292,22
H,973,1283,23
H,904,1264,24
H,829,1231,25
