class,x,y,landmark_index
RL,560,175,0
RL,517,184,1
RL,472,213,2
RL,421,251,3
RL,375,292,4
RL,336,334,5
RL,302,379,6
RL,272,420,7
RL,244,463,8
RL,220,510,9
RL,204,557,10
RL,186,606,11
RL,171,651,12
RL,162,702,13
RL,151,748,14
RL,146,800,15
RL,141,845,16
RL,134,892,17
RL,130,940,18
RL,124,984,19
RL,119,1030,20
RL,124,1068,21
RL,156,1016,22
RL,200,963,23
RL,253,916,24
RL,312,881,25
RL,376,862,26
RL,441,850,27
RL,506,845,28
RL,561,844,29
RL,573,800,30
RL,572,754,31
RL,579,707,32
RL,596,660,33
RL,614,613,34
RL,623,567,35
RL,627,520,36
RL,627,470,37
RL,634,424,38
RL,637,377,39
RL,643,328,40
RL,648,280,41
RL,642,230,42
RL,610,188,43
LL,906,191,0
LL,947,205,1
LL,988,235,2
LL,1034,273,3
LL,1078,316,4
LL,1111,356,5
LL,1139,400,6
LL,1167,445,7
LL,1191,489,8
LL,1211,535,9
LL,1226,579,10
LL,1238,628,11
LL,1248,672,12
LL,1253,714,13
LL,1257,763,14
LL,1259,806,15
LL,1262,849,16
LL,1264,896,17
LL,1266,941,18
LL,1266,985,19
LL,1262,1033,20
LL,1256,1074,21
LL,1240,1049,22
LL,1216,1014,23
LL,1189,990,24
LL,1156,968,25
LL,1113,960,26
LL,1080,951,27
LL,1084,920,28
LL,1095,884,29
LL,1101,847,30
LL,1096,810,31
LL,1085,768,32
LL,1066,727,33
LL,1041,688,34
LL,1011,652,35
LL,980,616,36
LL,954,578,37
LL,933,542,38
LL,909,503,39
LL,890,468,40
LL,882,435,41
LL,883,399,42
LL,872,370,43
LL,849,346,44
LL,836,311,45
LL,826,274,46
LL,821,239,47
LL,835,207,48
LL,865,190,49
H,570,840,0
H,557,788,1
H,565,736,2
H,579,685,3
H,600,632,4
H,621,584,5
H,650,554,6
H,695,536,7
H,736,529,8
H,772,527,9
H,811,525,10
H,851,523,11
H,901,544,12
H,954,597,13
H,1007,669,14
H,1050,734,15
H,1082,803,16
H,1100,873,17
H,1075,929,18
H,1016,954,19
H,949,959,20
H,883,966,21
H,812,959,22
H,747,947,23
H,681,925,24
H,618,890,25
