class,x,y,landmark_index
RL,394,80,0
RL,363,91,1
RL,332,117,2
RL,305,147,3
RL,286,179,4
RL,275,214,5
RL,268,247,6
RL,263,274,7
RL,256,304,8
RL,249,338,9
RL,244,372,10
RL,235,403,11
RL,228,432,12
RL,221,465,13
RL,208,494,14
RL,197,525,15
RL,187,554,16
RL,179,584,17
RL,173,617,18
RL,165,647,19
RL,160,679,20
RL,165,711,21
RL,189,677,22
RL,225,649,23
RL,270,626,24
RL,316,611,25
RL,364,607,26
RL,409,605,27
RL,456,600,28
RL,495,598,29
RL,499,558,30
RL,490,518,31
RL,484,480,32
RL,489,445,33
RL,496,409,34
RL,495,372,35
RL,493,335,36
RL,495,294,37
RL,500,257,38
RL,495,220,39
RL,487,183,40
RL,482,148,41
RL,470,112,42
RL,437,85,43
LL,742,81,0
LL,776,100,1
LL,809,128,2
LL,841,160,3
LL,866,194,4
LL,878,225,5
LL,885,257,6
LL,894,291,7
LL,901,325,8
LL,906,362,9
LL,917,397,10
LL,928,433,11
LL,936,464,12
LL,943,495,13
LL,950,531,14
LL,960,563,15
LL,970,597,16
LL,975,636,17
LL,982,673,18
LL,985,706,19
LL,983,739,20
LL,979,771,21
LL,964,747,22
LL,940,716,23
LL,917,694,24
LL,889,675,25
LL,854,664,26
LL,828,648,27
LL,829,613,28
LL,836,580,29
LL,842,550,30
LL,848,519,31
LL,849,489,32
LL,847,459,33
LL,836,428,34
LL,820,399,35
LL,795,371,36
LL,773,342,37
LL,758,313,38
LL,744,285,39
LL,735,258,40
LL,728,233,41
LL,715,207,42
LL,692,189,43
LL,664,176,44
LL,653,150,45
LL,650,122,46
LL,654,98,47
LL,676,79,48
LL,708,72,49
H,490,582,0
H,474,542,1
H,473,503,2
H,477,465,3
H,488,423,4
H,502,387,5
H,525,364,6
H,560,350,7
H,592,346,8
H,626,342,9
H,662,338,10
H,698,334,11
H,741,349,12
H,787,389,13
H,830,443,14
H,864,490,15
H,884,539,16
H,890,593,17
H,868,637,18
H,823,660,19
H,772,668,20
H,722,675,21
H,667,671,22
H,617,662,23
H,574,646,24
H,527,618,25
