class,x,y,landmark_index
RL,548,149,0
RL,509,162,1
RL,474,192,2
RL,444,226,3
RL,422,257,4
RL,404,294,5
RL,391,330,6
RL,378,360,7
RL,364,396,8
RL,351,436,9
RL,339,476,10
RL,324,513,11
RL,314,548,12
RL,307,589,13
RL,293,623,14
RL,282,659,15
RL,276,695,16
RL,271,731,17
RL,271,771,18
RL,270,810,19
RL,271,852,20
RL,279,895,21
RL,304,856,22
RL,336,819,23
RL,376,789,24
RL,423,767,25
RL,469,761,26
RL,514,761,27
RL,560,760,28
RL,594,760,29
RL,585,713,30
RL,563,665,31
RL,555,621,32
RL,562,582,33
RL,578,539,34
RL,592,496,35
RL,606,449,36
RL,618,398,37
RL,630,352,38
RL,634,305,39
RL,635,262,40
RL,634,221,41
RL,624,182,42
RL,591,151,43
LL,952,106,0
LL,993,122,1
LL,1030,150,2
LL,1066,185,3
LL,1092,223,4
LL,1113,259,5
LL,1129,296,6
LL,1144,333,7
LL,1158,369,8
LL,1171,408,9
LL,1188,447,10
LL,1204,486,11
LL,1218,523,12
LL,1231,558,13
LL,1239,596,14
LL,1250,629,15
LL,1260,663,16
LL,1268,704,17
LL,1274,742,18
LL,1276,779,19
LL,1277,824,20
LL,1275,864,21
LL,1258,845,22
LL,1232,822,23
LL,1209,811,24
LL,1185,801,25
LL,1147,799,26
LL,1110,792,27
LL,1101,760,28
LL,1104,724,29
LL,1109,679,30
LL,1109,635,31
LL,1093,597,32
LL,1075,562,33
LL,1050,529,34
LL,1028,502,35
LL,1004,475,36
LL,981,448,37
LL,961,419,38
LL,938,388,39
LL,918,356,40
LL,905,328,41
LL,896,293,42
LL,877,271,43
LL,844,253,44
LL,833,218,45
LL,834,182,46
LL,845,147,47
LL,872,118,48
LL,910,104,49
H,580,720,0
H,548,668,1
H,545,615,2
H,552,564,3
H,574,509,4
H,605,463,5
H,646,436,6
H,696,423,7
H,740,421,8
H,789,426,9
H,839,429,10
H,885,428,11
H,941,445,12
H,999,491,13
H,1055,553,14
H,1099,606,15
H,1135,660,16
H,1153,719,17
H,1129,773,18
H,1069,799,19
H,997,811,20
H,925,827,21
H,850,825,22
H,778,815,23
H,712,799,24
H,639,767,25
