class,x,y,landmark_index
RL,489,206,0
RL,447,218,1
RL,400,252,2
RL,354,287,3
RL,319,328,4
RL,289,370,5
RL,270,412,6
RL,256,453,7
RL,242,496,8
RL,228,542,9
RL,214,585,10
RL,202,629,11
RL,193,669,12
RL,184,712,13
RL,170,754,14
RL,160,800,15
RL,154,842,16
RL,146,886,17
RL,143,932,18
RL,144,974,19
RL,143,1017,20
RL,153,1056,21
RL,187,1007,22
RL,235,958,23
RL,293,918,24
RL,356,884,25
RL,420,865,26
RL,483,855,27
RL,545,849,28
RL,588,849,29
RL,578,808,30
RL,552,762,31
RL,533,717,32
RL,531,672,33
RL,543,626,34
RL,554,580,35
RL,564,535,36
RL,573,484,37
RL,585,438,38
RL,590,392,39
RL,594,344,40
RL,593,295,41
RL,581,247,42
RL,542,211,43
LL,872,215,0
LL,914,236,1
LL,956,267,2
LL,1001,304,3
LL,1041,345,4
LL,1070,382,5
LL,1089,425,6
LL,1108,469,7
LL,1125,514,8
LL,1141,561,9
LL,1158,605,10
LL,1173,652,11
LL,1188,694,12
LL,1204,737,13
LL,1217,786,14
LL,1230,829,15
LL,1240,877,16
LL,1247,927,17
LL,1252,973,18
LL,1252,1014,19
LL,1248,1060,20
LL,1239,1093,21
LL,1218,1057,22
LL,1185,1014,23
LL,1145,983,24
LL,1098,955,25
LL,1047,942,26
LL,1007,931,27
LL,1010,903,28
LL,1027,872,29
LL,1050,840,30
LL,1069,804,31
LL,1075,759,32
LL,1069,718,33
LL,1053,677,34
LL,1027,639,35
LL,991,604,36
LL,954,568,37
LL,923,536,38
LL,895,501,39
LL,877,468,40
LL,867,440,41
LL,860,405,42
LL,841,378,43
LL,811,356,44
LL,796,321,45
LL,787,283,46
LL,788,250,47
LL,806,222,48
LL,835,207,49
H,578,838,0
H,547,785,1
H,531,729,2
H,527,675,3
H,542,616,4
H,566,566,5
H,600,538,6
H,644,520,7
H,685,516,8
H,724,513,9
H,770,513,10
H,815,510,11
H,875,532,12
H,938,586,13
H,998,660,14
H,1037,729,15
H,1049,799,16
H,1044,867,17
H,1013,913,18
H,958,932,19
H,903,935,20
H,849,939,21
H,791,934,22
H,742,926,23
H,692,907,24
H,630,880,25
