class,x,y,landmark_index
RL,624,89,0
RL,574,95,1
RL,525,121,2
RL,478,155,3
RL,436,195,4
RL,401,241,5
RL,367,286,6
RL,334,325,7
RL,310,371,8
RL,289,416,9
RL,271,458,10
RL,256,502,11
RL,245,543,12
RL,235,588,13
RL,224,632,14
RL,215,680,15
RL,210,724,16
RL,200,769,17
RL,192,814,18
RL,181,855,19
RL,170,897,20
RL,170,938,21
RL,198,892,22
RL,241,851,23
RL,295,820,24
RL,350,801,25
RL,405,798,26
RL,456,799,27
RL,510,797,28
RL,548,794,29
RL,549,743,30
RL,541,689,31
RL,549,638,32
RL,573,590,33
RL,608,541,34
RL,637,491,35
RL,664,440,36
RL,686,383,37
RL,707,333,38
RL,716,285,39
RL,720,238,40
RL,724,192,41
RL,718,144,42
RL,680,102,43
LL,1023,120,0
LL,1061,144,1
LL,1097,178,2
LL,1139,223,3
LL,1176,270,4
LL,1209,314,5
LL,1236,360,6
LL,1261,407,7
LL,1281,454,8
LL,1295,502,9
LL,1307,548,10
LL,1316,597,11
LL,1326,642,12
LL,1334,685,13
LL,1338,734,14
LL,1343,778,15
LL,1347,824,16
LL,1345,874,17
LL,1348,918,18
LL,1351,962,19
LL,1348,1011,20
LL,1342,1055,21
LL,1323,1030,22
LL,1297,999,23
LL,1275,980,24
LL,1253,958,25
LL,1218,943,26
LL,1192,917,27
LL,1199,863,28
LL,1208,815,29
LL,1210,771,30
LL,1211,730,31
LL,1205,692,32
LL,1192,652,33
LL,1167,611,34
LL,1141,571,35
LL,1108,532,36
LL,1077,490,37
LL,1056,449,38
LL,1033,412,39
LL,1010,377,40
LL,994,349,41
LL,986,314,42
LL,966,285,43
LL,935,265,44
LL,923,229,45
LL,920,190,46
LL,925,153,47
LL,949,122,48
LL,983,109,49
H,553,810,0
H,535,740,1
H,544,667,2
H,567,599,3
H,608,527,4
H,656,466,5
H,709,434,6
H,766,418,7
H,817,415,8
H,864,416,9
H,915,416,10
H,961,414,11
H,1017,440,12
H,1074,502,13
H,1135,583,14
H,1179,657,15
H,1210,737,16
H,1222,824,17
H,1185,896,18
H,1111,930,19
H,1027,939,20
H,943,948,21
H,855,941,22
H,772,930,23
H,693,908,24
H,615,870,25
