class,x,y,landmark_index
RL,494,85,0
RL,447,96,1
RL,400,124,2
RL,363,153,3
RL,334,181,4
RL,314,212,5
RL,306,241,6
RL,298,262,7
RL,289,285,8
RL,282,312,9
RL,275,339,10
RL,266,363,11
RL,260,386,12
RL,253,415,13
RL,243,441,14
RL,236,468,15
RL,229,494,16
RL,219,523,17
RL,210,556,18
RL,199,589,19
RL,186,624,20
RL,183,661,21
RL,211,638,22
RL,252,619,23
RL,295,603,24
RL,335,591,25
RL,369,585,26
RL,403,579,27
RL,444,567,28
RL,482,563,29
RL,488,529,30
RL,485,491,31
RL,489,454,32
RL,505,423,33
RL,527,392,34
RL,544,360,35
RL,556,323,36
RL,563,281,37
RL,570,243,38
RL,564,206,39
RL,556,172,40
RL,558,141,41
RL,559,110,42
RL,536,86,43
LL,887,61,0
LL,929,73,1
LL,966,93,2
LL,996,123,3
LL,1012,157,4
LL,1023,190,5
LL,1023,230,6
LL,1017,268,7
LL,1012,300,8
LL,1015,336,9
LL,1028,371,10
LL,1042,406,11
LL,1049,436,12
LL,1051,468,13
LL,1050,502,14
LL,1053,531,15
LL,1059,564,16
LL,1061,602,17
LL,1057,638,18
LL,1056,675,19
LL,1061,710,20
LL,1062,739,21
LL,1054,716,22
LL,1043,696,23
LL,1031,685,24
LL,1012,673,25
LL,979,672,26
LL,953,669,27
LL,960,640,28
LL,969,604,29
LL,966,560,30
LL,958,519,31
LL,945,485,32
LL,933,448,33
LL,906,417,34
LL,877,400,35
LL,843,385,36
LL,812,369,37
LL,790,351,38
LL,779,334,39
LL,773,309,40
LL,775,281,41
LL,779,244,42
LL,770,218,43
LL,747,197,44
LL,745,164,45
LL,755,130,46
LL,773,99,47
LL,805,70,48
LL,845,56,49
H,487,567,0
H,471,530,1
H,475,489,2
H,483,449,3
H,503,407,4
H,527,367,5
H,551,340,6
H,578,322,7
H,607,313,8
H,651,309,9
H,701,305,10
H,742,298,11
H,788,310,12
H,844,346,13
H,903,401,14
H,946,451,15
H,988,508,16
H,1012,571,17
H,993,641,18
H,943,685,19
H,873,713,20
H,793,732,21
H,712,721,22
H,645,699,23
H,587,665,24
H,531,614,25
