class,x,y,landmark_index
RL,569,154,0
RL,529,166,1
RL,487,196,2
RL,446,234,3
RL,411,272,4
RL,384,312,5
RL,361,351,6
RL,340,389,7
RL,318,431,8
RL,295,472,9
RL,275,516,10
RL,253,557,11
RL,239,596,12
RL,230,641,13
RL,216,682,14
RL,210,728,15
RL,205,767,16
RL,200,811,17
RL,197,855,18
RL,188,895,19
RL,180,938,20
RL,185,976,21
RL,218,929,22
RL,262,884,23
RL,318,846,24
RL,377,818,25
RL,436,804,26
RL,494,799,27
RL,551,795,28
RL,592,796,29
RL,593,752,30
RL,584,708,31
RL,581,664,32
RL,591,622,33
RL,602,576,34
RL,611,531,35
RL,618,484,36
RL,628,434,37
RL,643,388,38
RL,651,341,39
RL,657,294,40
RL,662,248,41
RL,653,201,42
RL,618,163,43
LL,887,172,0
LL,930,194,1
LL,963,229,2
LL,990,271,3
LL,1014,316,4
LL,1036,355,5
LL,1055,395,6
LL,1074,436,7
LL,1091,476,8
LL,1106,520,9
LL,1124,563,10
LL,1139,608,11
LL,1151,650,12
LL,1158,690,13
LL,1164,736,14
LL,1170,778,15
LL,1172,819,16
LL,1171,866,17
LL,1173,910,18
LL,1172,947,19
LL,1165,988,20
LL,1156,1025,21
LL,1142,1000,22
LL,1124,965,23
LL,1103,940,24
LL,1078,917,25
LL,1044,902,26
LL,1014,889,27
LL,1018,857,28
LL,1034,820,29
LL,1047,783,30
LL,1055,749,31
LL,1056,710,32
LL,1046,674,33
LL,1024,641,34
LL,996,609,35
LL,965,577,36
LL,943,542,37
LL,934,506,38
LL,924,466,39
LL,910,429,40
LL,890,401,41
LL,869,372,42
LL,840,353,43
LL,806,337,44
LL,792,302,45
LL,787,262,46
LL,793,220,47
LL,813,184,48
LL,845,166,49
H,589,781,0
H,573,736,1
H,575,691,2
H,581,645,3
H,596,593,4
H,618,548,5
H,650,521,6
H,690,504,7
H,728,499,8
H,768,499,9
H,812,501,10
H,853,502,11
H,902,524,12
H,953,576,13
H,1001,644,14
H,1036,704,15
H,1052,765,16
H,1054,828,17
H,1026,873,18
H,974,893,19
H,919,896,20
H,866,896,21
H,806,886,22
H,754,872,23
H,699,854,24
H,636,822,25
