class,x,y,landmark_index
RL,528,132,0
RL,492,144,1
RL,457,176,2
RL,423,212,3
RL,393,246,4
RL,371,281,5
RL,356,316,6
RL,338,345,7
RL,317,380,8
RL,300,417,9
RL,285,455,10
RL,268,490,11
RL,257,524,12
RL,252,563,13
RL,244,598,14
RL,241,636,15
RL,242,672,16
RL,238,708,17
RL,233,746,18
RL,222,780,19
RL,213,816,20
RL,217,854,21
RL,244,818,22
RL,280,785,23
RL,323,756,24
RL,370,729,25
RL,414,717,26
RL,458,707,27
RL,504,698,28
RL,536,693,29
RL,528,654,30
RL,507,613,31
RL,492,572,32
RL,491,534,33
RL,502,496,34
RL,513,455,35
RL,530,413,36
RL,551,365,37
RL,575,321,38
RL,587,281,39
RL,596,241,40
RL,604,203,41
RL,601,165,42
RL,572,135,43
LL,872,114,0
LL,905,133,1
LL,934,160,2
LL,969,197,3
LL,996,233,4
LL,1016,265,5
LL,1032,298,6
LL,1050,333,7
LL,1069,367,8
LL,1087,404,9
LL,1109,440,10
LL,1127,479,11
LL,1142,515,12
LL,1155,548,13
LL,1162,588,14
LL,1169,624,15
LL,1174,660,16
LL,1178,700,17
LL,1183,734,18
LL,1186,767,19
LL,1186,805,20
LL,1181,836,21
LL,1165,810,22
LL,1142,779,23
LL,1115,760,24
LL,1082,742,25
LL,1036,737,26
LL,997,731,27
LL,996,706,28
LL,1011,680,29
LL,1030,651,30
LL,1040,619,31
LL,1034,583,32
LL,1020,547,33
LL,992,514,34
LL,958,484,35
LL,923,454,36
LL,899,424,37
LL,880,397,38
LL,857,369,39
LL,835,345,40
LL,816,327,41
LL,805,301,42
LL,790,280,43
LL,772,264,44
LL,771,227,45
LL,772,189,46
LL,781,154,47
LL,805,123,48
LL,836,108,49
H,532,676,0
H,505,628,1
H,496,575,2
H,497,522,3
H,512,463,4
H,537,413,5
H,576,381,6
H,621,362,7
H,660,354,8
H,699,348,9
H,743,345,10
H,785,341,11
H,838,361,12
H,896,411,13
H,951,479,14
H,989,540,15
H,1006,606,16
H,1005,672,17
H,971,722,18
H,920,745,19
H,867,751,20
H,816,759,21
H,759,756,22
H,700,748,23
H,645,737,24
H,585,715,25
