class,x,y,landmark_index
RL,587,148,0
RL,545,156,1
RL,498,188,2
RL,451,223,3
RL,411,262,4
RL,378,305,5
RL,353,348,6
RL,333,386,7
RL,317,429,8
RL,306,472,9
RL,298,515,10
RL,286,558,11
RL,276,596,12
RL,271,641,13
RL,260,682,14
RL,252,725,15
RL,246,765,16
RL,239,806,17
RL,236,849,18
RL,228,887,19
RL,223,927,20
RL,232,966,21
RL,266,919,22
RL,311,878,23
RL,364,844,24
RL,421,817,25
RL,477,806,26
RL,530,802,27
RL,585,797,28
RL,634,797,29
RL,638,752,30
RL,626,705,31
RL,619,660,32
RL,625,617,33
RL,639,570,34
RL,649,522,35
RL,655,474,36
RL,661,421,37
RL,674,378,38
RL,680,334,39
RL,683,289,40
RL,684,244,41
RL,675,197,42
RL,639,159,43
LL,977,153,0
LL,1012,169,1
LL,1054,196,2
LL,1100,231,3
LL,1139,270,4
LL,1164,308,5
LL,1184,350,6
LL,1203,395,7
LL,1217,437,8
LL,1228,483,9
LL,1241,526,10
LL,1252,570,11
LL,1263,612,12
LL,1272,650,13
LL,1277,695,14
LL,1282,735,15
LL,1290,779,16
LL,1296,828,17
LL,1304,871,18
LL,1310,912,19
LL,1312,955,20
LL,1305,984,21
LL,1276,942,22
LL,1230,898,23
LL,1179,871,24
LL,1125,850,25
LL,1070,846,26
LL,1035,837,27
LL,1044,805,28
LL,1069,774,29
LL,1088,741,30
LL,1093,707,31
LL,1082,672,32
LL,1071,637,33
LL,1045,603,34
LL,1014,572,35
LL,981,542,36
LL,957,510,37
LL,940,480,38
LL,921,449,39
LL,905,419,40
LL,899,393,41
LL,900,363,42
LL,887,339,43
LL,865,320,44
LL,862,283,45
LL,870,242,46
LL,884,202,47
LL,913,167,48
LL,945,149,49
H,633,774,0
H,613,722,1
H,616,669,2
H,626,615,3
H,649,557,4
H,675,508,5
H,707,482,6
H,748,471,7
H,785,472,8
H,822,474,9
H,862,477,10
H,897,480,11
H,937,500,12
H,988,551,13
H,1043,617,14
H,1078,673,15
H,1098,728,16
H,1099,788,17
H,1071,839,18
H,1023,862,19
H,967,871,20
H,914,882,21
H,855,878,22
H,799,870,23
H,745,855,24
H,683,823,25
