class,x,y,landmark_index
RL,497,78,0
RL,440,98,1
RL,390,138,2
RL,349,178,3
RL,320,215,4
RL,301,257,5
RL,295,296,6
RL,293,332,7
RL,283,369,8
RL,271,407,9
RL,261,444,10
RL,249,479,11
RL,244,509,12
RL,241,547,13
RL,230,583,14
RL,225,620,15
RL,223,656,16
RL,213,692,17
RL,207,729,18
RL,204,767,19
RL,200,809,20
RL,206,854,21
RL,231,811,22
RL,271,771,23
RL,323,732,24
RL,380,699,25
RL,442,685,26
RL,505,677,27
RL,564,671,28
RL,601,669,29
RL,588,630,30
RL,564,587,31
RL,554,546,32
RL,557,506,33
RL,574,462,34
RL,592,415,35
RL,610,369,36
RL,633,315,37
RL,654,264,38
RL,653,217,39
RL,646,174,40
RL,639,133,41
RL,620,95,42
RL,566,72,43
LL,1011,46,0
LL,1081,50,1
LL,1145,63,2
LL,1203,89,3
LL,1241,127,4
LL,1259,168,5
LL,1265,214,6
LL,1271,260,7
LL,1278,298,8
LL,1285,334,9
LL,1298,369,10
LL,1314,405,11
LL,1326,438,12
LL,1334,470,13
LL,1338,509,14
LL,1345,540,15
LL,1355,573,16
LL,1365,615,17
LL,1374,651,18
LL,1380,686,19
LL,1385,729,20
LL,1387,767,21
LL,1374,750,22
LL,1354,725,23
LL,1337,710,24
LL,1317,692,25
LL,1279,683,26
LL,1234,673,27
LL,1208,646,28
LL,1189,618,29
LL,1182,582,30
LL,1174,544,31
LL,1157,510,32
LL,1136,476,33
LL,1107,447,34
LL,1075,423,35
LL,1040,401,36
LL,1007,381,37
LL,978,360,38
LL,949,334,39
LL,926,306,40
LL,909,283,41
LL,893,251,42
LL,861,227,43
LL,827,207,44
LL,829,173,45
LL,847,141,46
LL,868,106,47
LL,902,70,48
LL,950,51,49
H,594,637,0
H,557,597,1
H,546,553,2
H,546,510,3
H,560,460,4
H,585,412,5
H,626,378,6
H,683,357,7
H,733,346,8
H,787,339,9
H,844,335,10
H,898,333,11
H,958,354,12
H,1028,400,13
H,1102,463,14
H,1154,516,15
H,1192,567,16
H,1220,621,17
H,1213,665,18
H,1160,696,19
H,1073,713,20
H,982,732,21
H,891,730,22
H,813,719,23
H,739,701,24
H,663,674,25
