class,x,y,landmark_index
RL,509,145,0
RL,456,158,1
RL,410,193,2
RL,376,234,3
RL,352,272,4
RL,335,313,5
RL,319,352,6
RL,303,385,7
RL,286,421,8
RL,272,460,9
RL,261,501,10
RL,252,541,11
RL,246,578,12
RL,245,621,13
RL,240,658,14
RL,239,696,15
RL,242,732,16
RL,240,767,17
RL,244,806,18
RL,255,843,19
RL,268,886,20
RL,288,931,21
RL,326,899,22
RL,368,867,23
RL,414,845,24
RL,466,825,25
RL,517,815,26
RL,569,806,27
RL,625,794,28
RL,664,790,29
RL,651,747,30
RL,626,700,31
RL,614,653,32
RL,621,609,33
RL,639,565,34
RL,649,519,35
RL,649,471,36
RL,647,418,37
RL,652,369,38
RL,648,321,39
RL,638,274,40
RL,625,227,41
RL,607,181,42
RL,564,148,43
LL,897,75,0
LL,942,93,1
LL,983,123,2
LL,1028,162,3
LL,1062,206,4
LL,1087,247,5
LL,1107,290,6
LL,1133,331,7
LL,1158,370,8
LL,1177,414,9
LL,1199,459,10
LL,1213,505,11
LL,1223,548,12
LL,1234,589,13
LL,1243,635,14
LL,1254,677,15
LL,1264,722,16
LL,1271,770,17
LL,1276,812,18
LL,1283,851,19
LL,1286,903,20
LL,1280,952,21
LL,1259,932,22
LL,1229,904,23
LL,1203,887,24
LL,1174,868,25
LL,1134,865,26
LL,1105,855,27
LL,1112,812,28
LL,1123,772,29
LL,1128,729,30
LL,1125,685,31
LL,1107,644,32
LL,1081,601,33
LL,1039,565,34
LL,996,527,35
LL,955,490,36
LL,919,449,37
LL,887,412,38
LL,855,375,39
LL,835,334,40
LL,824,301,41
LL,819,264,42
LL,801,241,43
LL,773,229,44
LL,765,197,45
LL,766,160,46
LL,774,122,47
LL,805,90,48
LL,850,72,49
H,644,771,0
H,617,726,1
H,607,677,2
H,609,630,3
H,623,574,4
H,640,518,5
H,663,475,6
H,699,448,7
H,735,430,8
H,771,418,9
H,807,412,10
H,846,414,11
H,896,441,12
H,958,500,13
H,1028,576,14
H,1081,643,15
H,1114,709,16
H,1131,781,17
H,1112,840,18
H,1064,871,19
H,1002,875,20
H,937,884,21
H,873,879,22
H,819,863,23
H,759,843,24
H,694,814,25
