class,x,y,landmark_index
RL,568,223,0
RL,522,237,1
RL,474,273,2
RL,427,315,3
RL,388,360,4
RL,355,407,5
RL,331,454,6
RL,310,497,7
RL,291,545,8
RL,274,595,9
RL,262,644,10
RL,248,692,11
RL,242,739,12
RL,240,790,13
RL,232,836,14
RL,228,887,15
RL,222,933,16
RL,216,980,17
RL,211,1030,18
RL,204,1075,19
RL,200,1123,20
RL,206,1165,21
RL,232,1111,22
RL,274,1058,23
RL,326,1010,24
RL,388,972,25
RL,454,950,26
RL,519,934,27
RL,583,921,28
RL,625,915,29
RL,606,868,30
RL,570,821,31
RL,543,771,32
RL,537,725,33
RL,549,676,34
RL,563,626,35
RL,577,574,36
RL,596,517,37
RL,625,465,38
RL,644,415,39
RL,656,366,40
RL,661,317,41
RL,654,267,42
RL,619,228,43
LL,944,228,0
LL,986,249,1
LL,1030,282,2
LL,1078,324,3
LL,1120,368,4
LL,1151,410,5
LL,1177,455,6
LL,1201,503,7
LL,1223,551,8
LL,1243,602,9
LL,1261,650,10
LL,1277,699,11
LL,1292,745,12
LL,1304,788,13
LL,1315,840,14
LL,1326,886,15
LL,1337,937,16
LL,1349,992,17
LL,1360,1041,18
LL,1364,1086,19
LL,1365,1135,20
LL,1357,1169,21
LL,1330,1124,22
LL,1289,1068,23
LL,1240,1031,24
LL,1187,1002,25
LL,1123,990,26
LL,1073,978,27
LL,1078,951,28
LL,1104,921,29
LL,1131,885,30
LL,1148,846,31
LL,1143,802,32
LL,1128,763,33
LL,1106,722,34
LL,1082,684,35
LL,1054,645,36
LL,1027,605,37
LL,1005,567,38
LL,978,527,39
LL,952,491,40
LL,934,462,41
LL,923,429,42
LL,905,404,43
LL,879,386,44
LL,866,349,45
LL,857,309,46
LL,859,272,47
LL,878,240,48
LL,908,223,49
H,615,902,0
H,572,841,1
H,546,778,2
H,537,715,3
H,553,649,4
H,585,592,5
H,634,560,6
H,692,541,7
H,741,536,8
H,791,533,9
H,841,532,10
H,892,532,11
H,953,557,12
H,1015,616,13
H,1070,695,14
H,1108,765,15
H,1130,835,16
H,1128,904,17
H,1094,960,18
H,1038,983,19
H,981,994,20
H,923,1005,21
H,863,1005,22
H,804,994,23
H,745,978,24
H,678,949,25
