class,x,y,landmark_index
RL,569,133,0
RL,516,138,1
RL,462,162,2
RL,414,192,3
RL,372,229,4
RL,338,271,5
RL,315,313,6
RL,296,351,7
RL,279,393,8
RL,266,437,9
RL,255,481,10
RL,243,524,11
RL,234,563,12
RL,227,606,13
RL,212,646,14
RL,204,689,15
RL,201,729,16
RL,192,772,17
RL,185,815,18
RL,181,856,19
RL,179,897,20
RL,184,938,21
RL,222,900,22
RL,271,871,23
RL,328,856,24
RL,388,850,25
RL,445,853,26
RL,503,858,27
RL,556,860,28
RL,592,861,29
RL,579,813,30
RL,548,759,31
RL,527,709,32
RL,530,660,33
RL,552,610,34
RL,579,560,35
RL,609,510,36
RL,635,454,37
RL,661,401,38
RL,674,351,39
RL,681,299,40
RL,680,247,41
RL,667,195,42
RL,625,150,43
LL,946,145,0
LL,992,160,1
LL,1040,188,2
LL,1086,225,3
LL,1123,267,4
LL,1146,309,5
LL,1161,355,6
LL,1173,403,7
LL,1183,451,8
LL,1188,500,9
LL,1197,547,10
LL,1202,594,11
LL,1210,639,12
LL,1215,684,13
LL,1219,734,14
LL,1222,779,15
LL,1223,828,16
LL,1224,880,17
LL,1227,931,18
LL,1224,978,19
LL,1213,1027,20
LL,1194,1065,21
LL,1160,1031,22
LL,1117,986,23
LL,1073,956,24
LL,1028,932,25
LL,980,919,26
LL,948,904,27
LL,956,870,28
LL,982,837,29
LL,1006,802,30
LL,1031,762,31
LL,1043,719,32
LL,1045,678,33
LL,1027,638,34
LL,1000,601,35
LL,964,567,36
LL,934,534,37
LL,915,502,38
LL,896,468,39
LL,883,437,40
LL,881,409,41
LL,882,376,42
LL,871,347,43
LL,848,323,44
LL,842,281,45
LL,843,237,46
LL,850,196,47
LL,874,160,48
LL,907,141,49
H,583,825,0
H,548,770,1
H,532,710,2
H,533,649,3
H,555,584,4
H,591,532,5
H,636,505,6
H,686,491,7
H,730,491,8
H,772,494,9
H,813,497,10
H,847,496,11
H,890,515,12
H,941,566,13
H,991,637,14
H,1023,699,15
H,1036,764,16
H,1034,830,17
H,1005,881,18
H,957,902,19
H,907,906,20
H,855,910,21
H,800,904,22
H,749,895,23
H,697,885,24
H,638,864,25
