class,x,y,landmark_index
RL,339,7,0
RL,307,13,1
RL,274,26,2
RL,244,43,3
RL,217,63,4
RL,195,83,5
RL,180,105,6
RL,166,124,7
RL,152,146,8
RL,139,169,9
RL,130,192,10
RL,119,217,11
RL,109,240,12
RL,102,263,13
RL,91,284,14
RL,81,308,15
RL,74,329,16
RL,69,350,17
RL,64,374,18
RL,55,398,19
RL,49,421,20
RL,52,443,21
RL,73,420,22
RL,102,394,23
RL,136,371,24
RL,176,354,25
RL,216,348,26
RL,253,347,27
RL,288,347,28
RL,314,349,29
RL,317,328,30
RL,314,306,31
RL,315,285,32
RL,316,265,33
RL,319,243,34
RL,322,220,35
RL,329,191,36
RL,341,161,37
RL,362,135,38
RL,378,108,39
RL,390,83,40
RL,397,59,41
RL,395,32,42
RL,373,11,43
LL,648,16,0
LL,684,27,1
LL,720,44,2
LL,754,66,3
LL,778,91,4
LL,793,115,5
LL,804,141,6
LL,814,168,7
LL,822,194,8
LL,829,221,9
LL,837,246,10
LL,846,273,11
LL,855,299,12
LL,860,322,13
LL,863,348,14
LL,868,371,15
LL,873,395,16
LL,877,424,17
LL,880,454,18
LL,879,482,19
LL,876,508,20
LL,871,525,21
LL,857,503,22
LL,838,477,23
LL,814,459,24
LL,784,446,25
LL,744,441,26
LL,708,434,27
LL,695,414,28
LL,699,393,29
LL,712,370,30
LL,725,344,31
LL,730,316,32
LL,730,291,33
LL,719,269,34
LL,706,250,35
LL,693,233,36
LL,683,217,37
LL,675,202,38
LL,661,185,39
LL,646,167,40
LL,632,151,41
LL,617,131,42
LL,597,115,43
LL,578,102,44
LL,573,80,45
LL,572,58,46
LL,575,37,47
LL,590,18,48
LL,616,12,49
H,310,345,0
H,291,319,1
H,291,296,2
H,301,271,3
H,323,244,4
H,352,220,5
H,387,206,6
H,427,200,7
H,466,202,8
H,506,211,9
H,547,220,10
H,581,230,11
H,620,252,12
H,661,287,13
H,698,332,14
H,722,364,15
H,739,394,16
H,752,423,17
H,738,451,18
H,696,467,19
H,635,473,20
H,573,471,21
H,514,452,22
H,461,431,23
H,410,409,24
H,356,378,25
