class,x,y,landmark_index
RL,352,66,0
RL,324,73,1
RL,295,94,2
RL,268,115,3
RL,247,135,4
RL,232,158,5
RL,221,179,6
RL,210,197,7
RL,199,219,8
RL,190,242,9
RL,181,264,10
RL,172,286,11
RL,165,305,12
RL,159,326,13
RL,148,346,14
RL,140,368,15
RL,134,389,16
RL,127,410,17
RL,121,433,18
RL,113,455,19
RL,108,479,20
RL,112,504,21
RL,130,480,22
RL,156,457,23
RL,187,439,24
RL,222,424,25
RL,257,420,26
RL,289,419,27
RL,319,417,28
RL,341,417,29
RL,337,393,30
RL,327,367,31
RL,321,342,32
RL,325,320,33
RL,339,296,34
RL,353,271,35
RL,369,246,36
RL,387,215,37
RL,404,186,38
RL,412,160,39
RL,414,135,40
RL,415,109,41
RL,408,85,42
RL,383,67,43
LL,627,75,0
LL,653,89,1
LL,678,108,2
LL,701,133,3
LL,715,157,4
LL,725,179,5
LL,730,201,6
LL,736,224,7
LL,744,246,8
LL,751,270,9
LL,760,292,10
LL,767,317,11
LL,773,339,12
LL,779,360,13
LL,784,386,14
LL,790,408,15
LL,797,431,16
LL,803,457,17
LL,809,481,18
LL,812,504,19
LL,812,528,20
LL,809,549,21
LL,799,532,22
LL,783,511,23
LL,763,499,24
LL,739,488,25
LL,710,485,26
LL,691,480,27
LL,694,460,28
LL,703,439,29
LL,711,415,30
LL,717,392,31
LL,715,368,32
LL,708,345,33
LL,689,323,34
LL,667,305,35
LL,643,289,36
LL,621,270,37
LL,605,251,38
LL,592,232,39
LL,581,212,40
LL,574,196,41
LL,572,177,42
LL,564,164,43
LL,549,154,44
LL,547,135,45
LL,552,115,46
LL,562,96,47
LL,582,79,48
LL,603,70,49
H,341,406,0
H,324,379,1
H,322,349,2
H,326,321,3
H,340,291,4
H,360,267,5
H,389,254,6
H,424,249,7
H,455,251,8
H,488,252,9
H,523,253,10
H,556,251,11
H,596,262,12
H,639,291,13
H,676,332,14
H,701,369,15
H,712,404,16
H,711,440,17
H,685,467,18
H,639,479,19
H,591,480,20
H,546,483,21
H,502,476,22
H,460,467,23
H,422,456,24
H,378,436,25
