class,x,y,landmark_index
RL,363,83,0
RL,333,91,1
RL,303,113,2
RL,274,136,3
RL,249,160,4
RL,232,188,5
RL,222,216,6
RL,213,240,7
RL,204,269,8
RL,194,299,9
RL,185,328,10
RL,175,357,11
RL,166,384,12
RL,160,414,13
RL,150,442,14
RL,146,472,15
RL,142,499,16
RL,137,527,17
RL,136,556,18
RL,136,583,19
RL,138,614,20
RL,147,647,21
RL,167,618,22
RL,195,591,23
RL,225,565,24
RL,259,540,25
RL,296,524,26
RL,335,511,27
RL,375,498,28
RL,409,490,29
RL,409,459,30
RL,395,429,31
RL,383,400,32
RL,381,373,33
RL,389,345,34
RL,396,316,35
RL,401,287,36
RL,407,253,37
RL,417,221,38
RL,421,192,39
RL,427,164,40
RL,432,136,41
RL,427,108,42
RL,401,86,43
LL,647,70,0
LL,677,84,1
LL,707,102,2
LL,739,127,3
LL,763,154,4
LL,781,179,5
LL,793,205,6
LL,806,233,7
LL,821,261,8
LL,832,290,9
LL,846,318,10
LL,858,348,11
LL,869,375,12
LL,879,400,13
LL,888,430,14
LL,897,457,15
LL,904,486,16
LL,907,518,17
LL,910,546,18
LL,911,573,19
LL,909,606,20
LL,905,633,21
LL,893,616,22
LL,873,592,23
LL,851,575,24
LL,828,558,25
LL,796,549,26
LL,767,538,27
LL,764,517,28
LL,772,496,29
LL,787,474,30
LL,797,448,31
LL,795,419,32
LL,784,390,33
LL,760,364,34
LL,730,340,35
LL,699,318,36
LL,671,297,37
LL,650,276,38
LL,631,252,39
LL,616,228,40
LL,607,208,41
LL,604,184,42
LL,594,166,43
LL,579,154,44
LL,574,132,45
LL,573,111,46
LL,579,91,47
LL,596,73,48
LL,619,65,49
H,407,462,0
H,386,425,1
H,380,389,2
H,381,350,3
H,394,309,4
H,413,276,5
H,436,254,6
H,467,241,7
H,496,236,8
H,524,236,9
H,553,236,10
H,584,239,11
H,624,257,12
H,669,299,13
H,716,353,14
H,750,401,15
H,766,449,16
H,767,497,17
H,746,534,18
H,704,550,19
H,657,550,20
H,615,549,21
H,574,539,22
H,535,527,23
H,491,513,24
H,445,492,25
