class,x,y,landmark_index
RL,558,125,0
RL,518,130,1
RL,475,161,2
RL,434,194,3
RL,399,229,4
RL,370,269,5
RL,348,305,6
RL,329,336,7
RL,309,373,8
RL,294,415,9
RL,284,459,10
RL,269,500,11
RL,261,537,12
RL,258,581,13
RL,250,620,14
RL,248,659,15
RL,246,694,16
RL,241,733,17
RL,235,773,18
RL,229,808,19
RL,231,847,20
RL,247,888,21
RL,282,845,22
RL,323,810,23
RL,375,786,24
RL,433,771,25
RL,488,774,26
RL,539,782,27
RL,589,784,28
RL,633,786,29
RL,635,744,30
RL,621,695,31
RL,608,649,32
RL,611,605,33
RL,623,561,34
RL,628,513,35
RL,637,467,36
RL,650,417,37
RL,662,369,38
RL,661,323,39
RL,658,274,40
RL,657,226,41
RL,645,177,42
RL,607,137,43
LL,907,85,0
LL,949,101,1
LL,991,129,2
LL,1033,165,3
LL,1069,204,4
LL,1100,239,5
LL,1123,278,6
LL,1147,318,7
LL,1169,356,8
LL,1184,397,9
LL,1203,437,10
LL,1219,479,11
LL,1229,519,12
LL,1239,556,13
LL,1246,600,14
LL,1252,636,15
LL,1259,676,16
LL,1267,719,17
LL,1277,758,18
LL,1282,796,19
LL,1282,839,20
LL,1273,874,21
LL,1248,852,22
LL,1214,826,23
LL,1180,814,24
LL,1144,802,25
LL,1100,804,26
LL,1061,797,27
LL,1048,765,28
LL,1048,734,29
LL,1047,694,30
LL,1036,654,31
LL,1014,616,32
LL,995,580,33
LL,967,546,34
LL,943,516,35
LL,921,486,36
LL,906,452,37
LL,895,419,38
LL,881,387,39
LL,866,354,40
LL,854,329,41
LL,845,297,42
LL,823,274,43
LL,791,258,44
LL,787,223,45
LL,791,181,46
LL,801,143,47
LL,829,106,48
LL,867,85,49
H,625,742,0
H,603,698,1
H,596,649,2
H,595,603,3
H,605,550,4
H,621,503,5
H,652,479,6
H,695,467,7
H,737,469,8
H,781,479,9
H,826,488,10
H,867,492,11
H,913,512,12
H,959,556,13
H,1004,614,14
H,1039,661,15
H,1066,705,16
H,1080,752,17
H,1067,794,18
H,1023,820,19
H,965,831,20
H,905,842,21
H,837,836,22
H,778,825,23
H,724,810,24
H,669,782,25
