class,x,y,landmark_index
RL,503,218,0
RL,465,224,1
RL,427,253,2
RL,384,288,3
RL,346,323,4
RL,314,360,5
RL,285,398,6
RL,258,432,7
RL,235,472,8
RL,215,512,9
RL,200,554,10
RL,185,596,11
RL,173,635,12
RL,164,677,13
RL,149,716,14
RL,141,758,15
RL,134,796,16
RL,125,836,17
RL,117,877,18
RL,106,914,19
RL,98,954,20
RL,101,990,21
RL,128,948,22
RL,166,907,23
RL,216,875,24
RL,272,852,25
RL,328,844,26
RL,381,842,27
RL,431,843,28
RL,465,845,29
RL,457,802,30
RL,436,756,31
RL,426,712,32
RL,433,671,33
RL,448,629,34
RL,462,587,35
RL,477,543,36
RL,493,496,37
RL,514,450,38
RL,529,406,39
RL,546,362,40
RL,563,317,41
RL,567,270,42
RL,543,230,43
LL,845,260,0
LL,878,279,1
LL,913,309,2
LL,952,347,3
LL,987,386,4
LL,1013,422,5
LL,1032,463,6
LL,1050,505,7
LL,1065,546,8
LL,1077,589,9
LL,1089,630,10
LL,1098,672,11
LL,1106,712,12
LL,1112,751,13
LL,1118,794,14
LL,1123,834,15
LL,1129,880,16
LL,1138,926,17
LL,1146,968,18
LL,1150,1004,19
LL,1147,1038,20
LL,1134,1061,21
LL,1102,1021,22
LL,1057,977,23
LL,1002,951,24
LL,942,935,25
LL,875,933,26
LL,827,928,27
LL,823,903,28
LL,844,880,29
LL,868,849,30
LL,885,816,31
LL,885,776,32
LL,877,741,33
LL,864,706,34
LL,853,673,35
LL,840,639,36
LL,826,603,37
LL,815,570,38
LL,804,536,39
LL,796,503,40
LL,790,477,41
LL,787,447,42
LL,774,422,43
LL,754,405,44
LL,749,373,45
LL,748,337,46
LL,755,304,47
LL,779,273,48
LL,811,255,49
H,457,825,0
H,430,772,1
H,425,718,2
H,431,667,3
H,454,612,4
H,487,566,5
H,538,546,6
H,594,536,7
H,640,541,8
H,685,550,9
H,730,559,10
H,770,570,11
H,806,599,12
H,840,656,13
H,868,724,14
H,887,782,15
H,888,833,16
H,875,885,17
H,843,921,18
H,795,936,19
H,744,936,20
H,699,942,21
H,650,931,22
H,605,918,23
H,561,900,24
H,507,870,25
