class,x,y,landmark_index
RL,388,43,0
RL,342,53,1
RL,300,86,2
RL,260,125,3
RL,231,171,4
RL,212,219,5
RL,196,266,6
RL,183,308,7
RL,173,350,8
RL,165,392,9
RL,159,435,10
RL,155,478,11
RL,157,518,12
RL,160,564,13
RL,157,605,14
RL,159,650,15
RL,161,691,16
RL,161,732,17
RL,168,774,18
RL,175,810,19
RL,186,852,20
RL,205,893,21
RL,239,863,22
RL,274,830,23
RL,314,806,24
RL,361,786,25
RL,411,775,26
RL,459,765,27
RL,504,755,28
RL,535,744,29
RL,520,695,30
RL,491,644,31
RL,472,595,32
RL,474,546,33
RL,484,497,34
RL,494,448,35
RL,500,399,36
RL,504,345,37
RL,510,295,38
RL,507,245,39
RL,504,193,40
RL,499,141,41
RL,485,92,42
RL,444,53,43
LL,762,17,0
LL,807,31,1
LL,856,56,2
LL,903,89,3
LL,945,128,4
LL,979,164,5
LL,1005,204,6
LL,1032,245,7
LL,1056,285,8
LL,1073,328,9
LL,1091,371,10
LL,1107,413,11
LL,1121,455,12
LL,1134,493,13
LL,1144,536,14
LL,1154,576,15
LL,1166,618,16
LL,1177,663,17
LL,1192,706,18
LL,1202,746,19
LL,1205,789,20
LL,1196,824,21
LL,1166,791,22
LL,1118,754,23
LL,1066,734,24
LL,1011,719,25
LL,951,718,26
LL,908,716,27
LL,908,688,28
LL,917,654,29
LL,918,616,30
LL,912,577,31
LL,893,536,32
LL,870,498,33
LL,839,463,34
LL,808,429,35
LL,782,396,36
LL,765,362,37
LL,757,325,38
LL,746,288,39
LL,736,252,40
LL,727,221,41
LL,721,188,42
LL,705,163,43
LL,682,147,44
LL,671,119,45
LL,663,88,46
LL,666,58,47
LL,691,33,48
LL,725,17,49
H,526,716,0
H,492,658,1
H,474,591,2
H,472,530,3
H,488,466,4
H,513,413,5
H,543,384,6
H,578,370,7
H,611,368,8
H,644,370,9
H,677,372,10
H,708,374,11
H,749,393,12
H,802,440,13
H,856,505,14
H,895,562,15
H,917,618,16
H,923,676,17
H,901,722,18
H,857,744,19
H,807,753,20
H,764,768,21
H,717,775,22
H,669,774,23
H,622,770,24
H,574,755,25
