class,x,y,landmark_index
RL,648,114,0
RL,582,128,1
RL,515,162,2
RL,450,205,3
RL,390,257,4
RL,343,314,5
RL,311,372,6
RL,285,428,7
RL,264,486,8
RL,246,546,9
RL,237,608,10
RL,224,671,11
RL,213,728,12
RL,203,786,13
RL,190,846,14
RL,177,907,15
RL,163,970,16
RL,150,1033,17
RL,137,1098,18
RL,124,1162,19
RL,122,1231,20
RL,131,1296,21
RL,163,1254,22
RL,202,1202,23
RL,253,1159,24
RL,316,1128,25
RL,383,1117,26
RL,449,1114,27
RL,511,1121,28
RL,559,1128,29
RL,545,1066,30
RL,515,996,31
RL,509,926,32
RL,525,856,33
RL,543,785,34
RL,554,712,35
RL,566,635,36
RL,594,558,37
RL,642,482,38
RL,678,406,39
RL,707,331,40
RL,735,258,41
RL,744,193,42
RL,710,135,43
LL,1188,174,0
LL,1232,203,1
LL,1274,245,2
LL,1316,300,3
LL,1349,358,4
LL,1376,411,5
LL,1393,470,6
LL,1405,531,7
LL,1416,591,8
LL,1420,653,9
LL,1426,716,10
LL,1428,780,11
LL,1432,839,12
LL,1440,893,13
LL,1443,955,14
LL,1445,1010,15
LL,1443,1067,16
LL,1433,1134,17
LL,1428,1203,18
LL,1423,1262,19
LL,1416,1316,20
LL,1410,1354,21
LL,1399,1309,22
LL,1380,1248,23
LL,1357,1207,24
LL,1322,1175,25
LL,1266,1156,26
LL,1220,1128,27
LL,1218,1070,28
LL,1228,1008,29
LL,1239,942,30
LL,1250,875,31
LL,1252,816,32
LL,1245,764,33
LL,1221,715,34
LL,1199,675,35
LL,1174,639,36
LL,1154,601,37
LL,1144,557,38
LL,1130,513,39
LL,1123,465,40
LL,1129,413,41
LL,1136,358,42
LL,1126,317,43
LL,1099,289,44
LL,1085,250,45
LL,1082,214,46
LL,1091,185,47
LL,1114,161,48
LL,1147,154,49
H,546,1074,0
H,499,994,1
H,488,909,2
H,493,827,3
H,520,735,4
H,558,648,5
H,618,589,6
H,703,545,7
H,782,527,8
H,859,523,9
H,933,525,10
H,991,534,11
H,1065,574,12
H,1154,649,13
H,1237,751,14
H,1302,842,15
H,1344,943,16
H,1351,1056,17
H,1305,1159,18
H,1217,1228,19
H,1099,1266,20
H,986,1291,21
H,882,1279,22
H,795,1255,23
H,710,1210,24
H,627,1148,25
