class,x,y,landmark_index
RL,748,160,0
RL,699,168,1
RL,643,205,2
RL,583,247,3
RL,528,295,4
RL,477,346,5
RL,436,400,6
RL,402,450,7
RL,369,504,8
RL,341,559,9
RL,323,613,10
RL,303,668,11
RL,289,724,12
RL,276,781,13
RL,261,838,14
RL,246,899,15
RL,234,950,16
RL,223,1001,17
RL,211,1054,18
RL,199,1104,19
RL,197,1155,20
RL,209,1206,21
RL,254,1152,22
RL,318,1101,23
RL,390,1059,24
RL,462,1020,25
RL,534,995,26
RL,608,979,27
RL,687,967,28
RL,744,958,29
RL,737,901,30
RL,716,842,31
RL,706,787,32
RL,709,733,33
RL,719,677,34
RL,727,623,35
RL,744,566,36
RL,763,502,37
RL,791,447,38
RL,811,393,39
RL,825,339,40
RL,835,283,41
RL,834,225,42
RL,801,174,43
LL,1189,215,0
LL,1234,241,1
LL,1278,280,2
LL,1334,328,3
LL,1387,381,4
LL,1422,426,5
LL,1452,479,6
LL,1479,530,7
LL,1504,584,8
LL,1524,640,9
LL,1537,692,10
LL,1549,748,11
LL,1560,800,12
LL,1567,851,13
LL,1570,907,14
LL,1573,960,15
LL,1577,1011,16
LL,1577,1068,17
LL,1581,1120,18
LL,1579,1170,19
LL,1571,1226,20
LL,1562,1272,21
LL,1540,1233,22
LL,1503,1185,23
LL,1461,1155,24
LL,1414,1130,25
LL,1356,1118,26
LL,1313,1104,27
LL,1320,1065,28
LL,1344,1025,29
LL,1368,985,30
LL,1381,942,31
LL,1375,893,32
LL,1363,845,33
LL,1337,797,34
LL,1306,751,35
LL,1271,707,36
LL,1238,664,37
LL,1215,625,38
LL,1189,584,39
LL,1164,546,40
LL,1146,512,41
LL,1134,474,42
LL,1110,441,43
LL,1080,411,44
LL,1070,362,45
LL,1069,310,46
LL,1079,264,47
LL,1107,225,48
LL,1145,205,49
H,738,963,0
H,707,887,1
H,704,815,2
H,711,742,3
H,737,670,4
H,774,612,5
H,824,580,6
H,881,565,7
H,937,562,8
H,988,563,9
H,1041,560,10
H,1094,562,11
H,1154,594,12
H,1217,666,13
H,1283,760,14
H,1333,847,15
H,1359,938,16
H,1364,1029,17
H,1333,1097,18
H,1267,1125,19
H,1195,1131,20
H,1122,1134,21
H,1039,1122,22
H,962,1106,23
H,886,1078,24
H,806,1028,25
