class,x,y,landmark_index
RL,476,75,0
RL,434,87,1
RL,391,116,2
RL,350,151,3
RL,316,190,4
RL,286,232,5
RL,266,274,6
RL,251,316,7
RL,234,357,8
RL,217,404,9
RL,203,448,10
RL,189,495,11
RL,177,537,12
RL,166,582,13
RL,153,626,14
RL,143,671,15
RL,139,714,16
RL,134,760,17
RL,131,806,18
RL,134,851,19
RL,140,898,20
RL,152,940,21
RL,179,891,22
RL,217,844,23
RL,262,800,24
RL,313,762,25
RL,367,739,26
RL,425,723,27
RL,488,710,28
RL,538,705,29
RL,540,664,30
RL,520,621,31
RL,502,576,32
RL,500,531,33
RL,510,485,34
RL,523,438,35
RL,537,390,36
RL,552,339,37
RL,568,295,38
RL,573,251,39
RL,573,207,40
RL,569,163,41
RL,558,119,42
RL,522,82,43
LL,862,80,0
LL,900,98,1
LL,935,126,2
LL,973,163,3
LL,1006,202,4
LL,1031,239,5
LL,1048,279,6
LL,1065,320,7
LL,1084,363,8
LL,1098,408,9
LL,1114,452,10
LL,1127,495,11
LL,1139,538,12
LL,1151,576,13
LL,1164,621,14
LL,1176,663,15
LL,1187,706,16
LL,1196,754,17
LL,1207,796,18
LL,1214,835,19
LL,1216,876,20
LL,1211,909,21
LL,1192,875,22
LL,1162,832,23
LL,1126,806,24
LL,1084,783,25
LL,1033,774,26
LL,998,760,27
LL,1009,725,28
LL,1031,687,29
LL,1048,648,30
LL,1052,609,31
LL,1041,573,32
LL,1024,539,33
LL,996,505,34
LL,965,475,35
LL,934,447,36
LL,910,418,37
LL,894,385,38
LL,874,349,39
LL,854,314,40
LL,840,284,41
LL,834,252,42
LL,821,229,43
LL,792,211,44
LL,773,178,45
LL,762,143,46
LL,764,111,47
LL,787,85,48
LL,822,74,49
H,534,686,0
H,503,627,1
H,490,566,2
H,492,507,3
H,512,444,4
H,544,390,5
H,582,359,6
H,627,341,7
H,667,337,8
H,707,340,9
H,748,345,10
H,789,349,11
H,841,375,12
H,895,430,13
H,941,501,14
H,981,564,15
H,1017,629,16
H,1038,696,17
H,1015,754,18
H,966,783,19
H,907,796,20
H,851,802,21
H,788,798,22
H,722,788,23
H,657,769,24
H,592,735,25
