class,x,y,landmark_index
RL,548,120,0
RL,494,133,1
RL,441,171,2
RL,380,218,3
RL,326,275,4
RL,281,336,5
RL,243,397,6
RL,218,459,7
RL,197,520,8
RL,177,581,9
RL,164,641,10
RL,156,702,11
RL,149,761,12
RL,144,822,13
RL,133,883,14
RL,126,948,15
RL,121,1008,16
RL,117,1067,17
RL,116,1126,18
RL,117,1184,19
RL,123,1246,20
RL,135,1296,21
RL,166,1238,22
RL,213,1176,23
RL,274,1126,24
RL,344,1086,25
RL,413,1056,26
RL,480,1031,27
RL,545,1009,28
RL,596,995,29
RL,589,935,30
RL,561,875,31
RL,542,812,32
RL,536,751,33
RL,539,688,34
RL,548,626,35
RL,561,562,36
RL,574,494,37
RL,596,432,38
RL,614,370,39
RL,633,308,40
RL,646,244,41
RL,641,184,42
RL,605,134,43
LL,965,128,0
LL,1023,152,1
LL,1079,192,2
LL,1138,242,3
LL,1189,298,4
LL,1227,354,5
LL,1256,411,6
LL,1284,472,7
LL,1310,532,8
LL,1327,596,9
LL,1343,657,10
LL,1355,717,11
LL,1368,779,12
LL,1380,834,13
LL,1388,898,14
LL,1394,957,15
LL,1401,1022,16
LL,1408,1086,17
LL,1413,1147,18
LL,1415,1206,19
LL,1409,1263,20
LL,1394,1302,21
LL,1361,1252,22
LL,1310,1188,23
LL,1245,1145,24
LL,1174,1114,25
LL,1095,1103,26
LL,1044,1088,27
LL,1058,1052,28
LL,1096,1010,29
LL,1129,966,30
LL,1146,917,31
LL,1141,864,32
LL,1122,818,33
LL,1096,769,34
LL,1066,718,35
LL,1031,670,36
LL,996,622,37
LL,967,574,38
LL,939,527,39
LL,920,484,40
LL,909,445,41
LL,903,404,42
LL,885,371,43
LL,859,342,44
LL,847,294,45
LL,838,240,46
LL,842,191,47
LL,869,149,48
LL,911,125,49
H,595,987,0
H,564,914,1
H,547,831,2
H,542,751,3
H,556,668,4
H,587,601,5
H,635,563,6
H,692,545,7
H,743,541,8
H,794,539,9
H,842,537,10
H,887,538,11
H,936,570,12
H,993,641,13
H,1050,730,14
H,1094,814,15
H,1120,903,16
H,1123,991,17
H,1085,1054,18
H,1022,1078,19
H,961,1077,20
H,902,1081,21
H,840,1083,22
H,781,1078,23
H,717,1068,24
H,655,1040,25
