class,x,y,landmark_index
RL,290,4,0
RL,260,11,1
RL,230,24,2
RL,204,39,3
RL,183,53,4
RL,167,68,5
RL,157,86,6
RL,148,103,7
RL,140,121,8
RL,134,141,9
RL,128,160,10
RL,119,180,11
RL,113,199,12
RL,107,217,13
RL,95,234,14
RL,86,254,15
RL,79,271,16
RL,71,287,17
RL,62,306,18
RL,55,326,19
RL,53,345,20
RL,57,363,21
RL,74,343,22
RL,100,317,23
RL,130,296,24
RL,168,281,25
RL,209,272,26
RL,248,269,27
RL,290,271,28
RL,322,276,29
RL,323,260,30
RL,314,240,31
RL,313,220,32
RL,315,202,33
RL,320,183,34
RL,326,164,35
RL,335,142,36
RL,343,118,37
RL,356,97,38
RL,361,76,39
RL,362,58,40
RL,360,39,41
RL,350,19,42
RL,325,5,43
LL,578,11,0
LL,607,21,1
LL,635,36,2
LL,660,55,3
LL,676,75,4
LL,686,95,5
LL,692,115,6
LL,701,135,7
LL,706,156,8
LL,710,177,9
LL,716,197,10
LL,723,218,11
LL,728,238,12
LL,733,258,13
LL,737,277,14
LL,742,294,15
LL,747,313,16
LL,753,335,17
LL,758,356,18
LL,760,378,19
LL,760,399,20
LL,758,413,21
LL,744,393,22
LL,724,369,23
LL,701,352,24
LL,676,338,25
LL,646,330,26
LL,620,322,27
LL,608,309,28
LL,601,302,29
LL,599,292,30
LL,602,278,31
LL,602,261,32
LL,601,245,33
LL,597,227,34
LL,593,209,35
LL,587,193,36
LL,582,178,37
LL,578,163,38
LL,571,148,39
LL,562,134,40
LL,553,121,41
LL,541,105,42
LL,523,93,43
LL,505,82,44
LL,498,65,45
LL,498,47,46
LL,505,29,47
LL,525,13,48
LL,551,8,49
H,307,281,0
H,298,263,1
H,299,245,2
H,304,225,3
H,317,205,4
H,337,188,5
H,362,180,6
H,392,178,7
H,423,182,8
H,453,188,9
H,481,192,10
H,507,197,11
H,537,212,12
H,569,238,13
H,598,269,14
H,617,292,15
H,640,311,16
H,657,332,17
H,644,357,18
H,606,371,19
H,554,375,20
H,503,374,21
H,455,362,22
H,410,349,23
H,372,332,24
H,335,308,25
