class,x,y,landmark_index
RL,489,59,0
RL,451,68,1
RL,413,96,2
RL,375,128,3
RL,341,163,4
RL,313,200,5
RL,288,237,6
RL,264,269,7
RL,240,306,8
RL,220,345,9
RL,206,385,10
RL,188,424,11
RL,178,463,12
RL,169,505,13
RL,159,545,14
RL,152,587,15
RL,147,624,16
RL,141,662,17
RL,135,701,18
RL,129,736,19
RL,131,773,20
RL,143,810,21
RL,168,765,22
RL,199,717,23
RL,239,673,24
RL,288,634,25
RL,347,614,26
RL,409,606,27
RL,468,606,28
RL,506,612,29
RL,499,580,30
RL,481,540,31
RL,469,501,32
RL,471,464,33
RL,480,426,34
RL,489,385,35
RL,499,347,36
RL,513,302,37
RL,537,262,38
RL,552,223,39
RL,565,185,40
RL,573,145,41
RL,569,104,42
RL,537,69,43
LL,834,49,0
LL,868,64,1
LL,901,88,2
LL,937,121,3
LL,967,158,4
LL,994,192,5
LL,1015,227,6
LL,1039,265,7
LL,1064,300,8
LL,1084,339,9
LL,1104,377,10
LL,1121,417,11
LL,1133,454,12
LL,1143,488,13
LL,1152,529,14
LL,1160,565,15
LL,1170,602,16
LL,1178,645,17
LL,1188,685,18
LL,1195,719,19
LL,1202,756,20
LL,1202,791,21
LL,1188,764,22
LL,1165,731,23
LL,1143,711,24
LL,1117,692,25
LL,1079,686,26
LL,1049,677,27
LL,1051,645,28
LL,1056,611,29
LL,1056,576,30
LL,1048,542,31
LL,1027,506,32
LL,1005,472,33
LL,973,442,34
LL,936,417,35
LL,898,393,36
LL,872,367,37
LL,856,340,38
LL,837,309,39
LL,822,276,40
LL,814,247,41
LL,808,214,42
LL,788,191,43
LL,758,177,44
LL,745,149,45
LL,741,119,46
LL,746,88,47
LL,768,61,48
LL,800,47,49
H,502,610,0
H,473,559,1
H,464,505,2
H,465,455,3
H,483,404,4
H,512,359,5
H,554,333,6
H,602,320,7
H,645,316,8
H,689,318,9
H,732,319,10
H,776,319,11
H,831,339,12
H,890,385,13
H,954,446,14
H,1004,499,15
H,1040,557,16
H,1054,621,17
H,1022,676,18
H,958,704,19
H,883,714,20
H,816,727,21
H,751,724,22
H,688,712,23
H,622,690,24
H,558,657,25
