class,x,y,landmark_index
RL,644,106,0
RL,594,115,1
RL,544,148,2
RL,489,195,3
RL,434,249,4
RL,390,309,5
RL,351,373,6
RL,319,430,7
RL,290,492,8
RL,262,552,9
RL,246,612,10
RL,229,672,11
RL,216,733,12
RL,206,797,13
RL,194,856,14
RL,187,921,15
RL,182,978,16
RL,174,1034,17
RL,167,1092,18
RL,164,1151,19
RL,166,1212,20
RL,176,1261,21
RL,211,1200,22
RL,266,1138,23
RL,328,1086,24
RL,398,1047,25
RL,465,1023,26
RL,532,1007,27
RL,604,1000,28
RL,660,1000,29
RL,659,942,30
RL,643,879,31
RL,641,814,32
RL,654,751,33
RL,670,687,34
RL,682,624,35
RL,694,558,36
RL,706,491,37
RL,723,431,38
RL,729,367,39
RL,732,303,40
RL,734,239,41
RL,730,176,42
RL,698,122,43
LL,994,96,0
LL,1045,117,1
LL,1095,158,2
LL,1146,205,3
LL,1194,262,4
LL,1234,318,5
LL,1270,374,6
LL,1305,429,7
LL,1335,486,8
LL,1361,545,9
LL,1383,603,10
LL,1399,662,11
LL,1415,721,12
LL,1425,777,13
LL,1430,835,14
LL,1435,894,15
LL,1444,952,16
LL,1450,1012,17
LL,1459,1069,18
LL,1465,1128,19
LL,1466,1184,20
LL,1458,1223,21
LL,1427,1176,22
LL,1374,1121,23
LL,1316,1088,24
LL,1254,1064,25
LL,1186,1059,26
LL,1138,1054,27
LL,1145,1020,28
LL,1162,979,29
LL,1169,934,30
LL,1166,888,31
LL,1145,840,32
LL,1120,795,33
LL,1094,751,34
LL,1068,707,35
LL,1045,664,36
LL,1033,618,37
LL,1027,572,38
LL,1011,527,39
LL,994,487,40
LL,979,451,41
LL,969,410,42
LL,944,376,43
LL,908,345,44
LL,896,292,45
LL,887,233,46
LL,889,174,47
LL,909,126,48
LL,946,99,49
H,660,984,0
H,637,915,1
H,637,841,2
H,646,767,3
H,670,689,4
H,697,625,5
H,729,590,6
H,773,572,7
H,815,567,8
H,852,568,9
H,889,569,10
H,922,569,11
H,965,598,12
H,1017,658,13
H,1074,736,14
H,1122,808,15
H,1160,886,16
H,1181,968,17
H,1164,1036,18
H,1110,1066,19
H,1047,1074,20
H,983,1081,21
H,917,1079,22
H,851,1073,23
H,784,1060,24
H,717,1032,25
