class,x,y,landmark_index
RL,812,250,0
RL,751,264,1
RL,684,313,2
RL,613,371,3
RL,548,436,4
RL,499,504,5
RL,462,578,6
RL,430,643,7
RL,401,715,8
RL,368,783,9
RL,343,851,10
RL,319,922,11
RL,301,989,12
RL,286,1061,13
RL,265,1131,14
RL,252,1207,15
RL,244,1278,16
RL,232,1347,17
RL,220,1417,18
RL,210,1481,19
RL,204,1552,20
RL,215,1610,21
RL,261,1546,22
RL,320,1472,23
RL,394,1414,24
RL,478,1368,25
RL,563,1342,26
RL,648,1323,27
RL,728,1304,28
RL,786,1284,29
RL,777,1207,30
RL,751,1133,31
RL,745,1059,32
RL,763,987,33
RL,796,916,34
RL,826,846,35
RL,856,776,36
RL,877,699,37
RL,897,625,38
RL,910,551,39
RL,921,474,40
RL,930,400,41
RL,921,328,42
RL,875,266,43
LL,1312,300,0
LL,1364,327,1
LL,1412,374,2
LL,1469,434,3
LL,1519,500,4
LL,1559,563,5
LL,1585,625,6
LL,1607,691,7
LL,1632,759,8
LL,1648,826,9
LL,1665,892,10
LL,1682,962,11
LL,1694,1028,12
LL,1704,1093,13
LL,1712,1164,14
LL,1717,1231,15
LL,1723,1298,16
LL,1729,1369,17
LL,1735,1436,18
LL,1737,1496,19
LL,1736,1564,20
LL,1732,1618,21
LL,1714,1574,22
LL,1682,1516,23
LL,1641,1479,24
LL,1589,1445,25
LL,1524,1432,26
LL,1481,1421,27
LL,1498,1379,28
LL,1528,1326,29
LL,1551,1271,30
LL,1551,1216,31
LL,1535,1154,32
LL,1510,1094,33
LL,1470,1037,34
LL,1421,981,35
LL,1376,925,36
LL,1340,863,37
LL,1312,805,38
LL,1279,747,39
LL,1247,699,40
LL,1225,661,41
LL,1218,616,42
LL,1200,576,43
LL,1172,541,44
LL,1170,487,45
LL,1175,428,46
LL,1186,372,47
LL,1213,322,48
LL,1256,295,49
H,781,1280,0
H,747,1187,1
H,742,1095,2
H,754,1003,3
H,790,908,4
H,836,825,5
H,891,777,6
H,962,750,7
H,1028,740,8
H,1086,737,9
H,1145,734,10
H,1201,734,11
H,1270,778,12
H,1342,871,13
H,1416,990,14
H,1482,1096,15
H,1526,1210,16
H,1539,1318,17
H,1490,1398,18
H,1402,1427,19
H,1307,1431,20
H,1215,1443,21
H,1117,1437,22
H,1035,1423,23
H,949,1397,24
H,858,1355,25
