class,x,y,landmark_index
RL,365,147,0
RL,323,160,1
RL,286,192,2
RL,254,233,3
RL,227,276,4
RL,210,320,5
RL,195,364,6
RL,178,403,7
RL,162,444,8
RL,149,486,9
RL,139,529,10
RL,131,569,11
RL,127,608,12
RL,124,650,13
RL,119,690,14
RL,120,732,15
RL,121,772,16
RL,120,813,17
RL,118,855,18
RL,117,894,19
RL,117,936,20
RL,124,971,21
RL,142,927,22
RL,172,883,23
RL,214,844,24
RL,264,817,25
RL,316,800,26
RL,368,789,27
RL,418,781,28
RL,454,775,29
RL,443,734,30
RL,415,689,31
RL,397,645,32
RL,398,601,33
RL,407,557,34
RL,415,511,35
RL,425,466,36
RL,436,416,37
RL,451,369,38
RL,458,324,39
RL,462,278,40
RL,459,232,41
RL,447,188,42
RL,413,153,43
LL,692,129,0
LL,737,141,1
LL,778,166,2
LL,821,199,3
LL,857,237,4
LL,887,273,5
LL,911,311,6
LL,935,350,7
LL,957,389,8
LL,975,429,9
LL,994,469,10
LL,1010,511,11
LL,1026,551,12
LL,1039,588,13
LL,1049,630,14
LL,1058,669,15
LL,1069,711,16
LL,1080,754,17
LL,1091,796,18
LL,1098,835,19
LL,1100,876,20
LL,1092,903,21
LL,1063,867,22
LL,1017,827,23
LL,965,808,24
LL,907,792,25
LL,843,793,26
LL,795,793,27
LL,785,771,28
LL,787,745,29
LL,788,716,30
LL,788,683,31
LL,781,649,32
LL,771,618,33
LL,755,588,34
LL,735,559,35
LL,714,529,36
LL,698,498,37
LL,686,469,38
LL,675,439,39
LL,662,410,40
LL,652,387,41
LL,648,358,42
LL,636,333,43
LL,615,311,44
LL,606,272,45
LL,599,228,46
LL,599,188,47
LL,616,152,48
LL,649,130,49
H,446,764,0
H,413,707,1
H,396,645,2
H,393,588,3
H,408,527,4
H,435,478,5
H,474,453,6
H,515,442,7
H,551,444,8
H,592,449,9
H,632,455,10
H,657,463,11
H,682,485,12
H,715,529,13
H,752,586,14
H,781,636,15
H,801,688,16
H,814,741,17
H,806,788,18
H,779,817,19
H,739,828,20
H,693,840,21
H,643,841,22
H,594,835,23
H,546,825,24
H,494,805,25
