class,x,y,landmark_index
RL,577,211,0
RL,529,219,1
RL,484,249,2
RL,439,284,3
RL,397,322,4
RL,362,362,5
RL,330,402,6
RL,301,437,7
RL,271,479,8
RL,248,521,9
RL,231,568,10
RL,211,610,11
RL,198,651,12
RL,189,696,13
RL,174,739,14
RL,163,785,15
RL,156,827,16
RL,143,870,17
RL,130,913,18
RL,120,950,19
RL,116,988,20
RL,130,1021,21
RL,170,970,22
RL,229,927,23
RL,299,897,24
RL,372,880,25
RL,443,883,26
RL,513,890,27
RL,580,889,28
RL,626,887,29
RL,617,836,30
RL,591,786,31
RL,573,739,32
RL,574,693,33
RL,586,649,34
RL,601,601,35
RL,620,554,36
RL,642,501,37
RL,667,452,38
RL,680,405,39
RL,684,359,40
RL,683,312,41
RL,671,263,42
RL,632,223,43
LL,954,232,0
LL,993,250,1
LL,1030,279,2
LL,1071,315,3
LL,1110,355,4
LL,1145,392,5
LL,1171,433,6
LL,1196,475,7
LL,1222,519,8
LL,1245,563,9
LL,1266,606,10
LL,1283,651,11
LL,1298,691,12
LL,1311,733,13
LL,1321,778,14
LL,1330,817,15
LL,1339,864,16
LL,1350,912,17
LL,1362,959,18
LL,1366,1000,19
LL,1362,1041,20
LL,1351,1071,21
LL,1326,1039,22
LL,1288,998,23
LL,1245,978,24
LL,1200,961,25
LL,1156,960,26
LL,1129,956,27
LL,1141,928,28
LL,1162,892,29
LL,1176,855,30
LL,1176,822,31
LL,1167,784,32
LL,1153,747,33
LL,1127,712,34
LL,1101,678,35
LL,1071,645,36
LL,1043,607,37
LL,1021,569,38
LL,996,531,39
LL,972,493,40
LL,950,465,41
LL,929,434,42
LL,897,414,43
LL,859,397,44
LL,845,362,45
LL,841,322,46
LL,846,284,47
LL,872,249,48
LL,912,230,49
H,617,875,0
H,583,816,1
H,568,755,2
H,565,696,3
H,580,634,4
H,607,581,5
H,651,552,6
H,708,538,7
H,760,536,8
H,809,538,9
H,858,541,10
H,903,545,11
H,960,573,12
H,1022,630,13
H,1084,704,14
H,1133,769,15
H,1163,836,16
H,1175,903,17
H,1145,958,18
H,1084,988,19
H,1014,997,20
H,947,1004,21
H,877,999,22
H,808,988,23
H,743,966,24
H,674,930,25
