class,x,y,landmark_index
RL,387,52,0
RL,348,60,1
RL,311,80,2
RL,282,103,3
RL,262,127,4
RL,247,158,5
RL,235,187,6
RL,224,211,7
RL,211,237,8
RL,202,266,9
RL,195,295,10
RL,183,322,11
RL,173,347,12
RL,169,377,13
RL,163,403,14
RL,158,430,15
RL,155,455,16
RL,151,480,17
RL,148,507,18
RL,143,531,19
RL,140,558,20
RL,150,586,21
RL,179,560,22
RL,216,543,23
RL,254,532,24
RL,293,525,25
RL,331,528,26
RL,369,530,27
RL,408,528,28
RL,438,524,29
RL,435,488,30
RL,425,452,31
RL,415,420,32
RL,416,388,33
RL,423,358,34
RL,429,324,35
RL,432,290,36
RL,437,253,37
RL,450,220,38
RL,458,187,39
RL,466,152,40
RL,469,119,41
RL,461,85,42
RL,429,58,43
LL,680,12,0
LL,716,23,1
LL,748,43,2
LL,775,68,3
LL,794,99,4
LL,806,129,5
LL,814,162,6
LL,825,193,7
LL,835,222,8
LL,846,251,9
LL,862,280,10
LL,877,310,11
LL,889,338,12
LL,900,366,13
LL,908,398,14
LL,914,426,15
LL,921,455,16
LL,925,489,17
LL,929,521,18
LL,933,552,19
LL,933,587,20
LL,930,620,21
LL,916,609,22
LL,897,592,23
LL,881,583,24
LL,862,573,25
LL,838,566,26
LL,818,554,27
LL,815,525,28
LL,811,494,29
LL,801,463,30
LL,789,435,31
LL,777,409,32
LL,767,381,33
LL,750,357,34
LL,733,333,35
LL,716,307,36
LL,704,281,37
LL,694,256,38
LL,677,230,39
LL,662,207,40
LL,649,187,41
LL,637,165,42
LL,614,149,43
LL,586,136,44
LL,578,110,45
LL,578,82,46
LL,584,52,47
LL,608,24,48
LL,642,11,49
H,431,507,0
H,414,471,1
H,409,432,2
H,404,396,3
H,408,357,4
H,427,325,5
H,459,306,6
H,498,297,7
H,537,298,8
H,577,303,9
H,614,308,10
H,649,309,11
H,688,321,12
H,728,350,13
H,764,390,14
H,790,424,15
H,815,457,16
H,834,495,17
H,826,536,18
H,791,559,19
H,744,572,20
H,691,584,21
H,632,584,22
H,577,580,23
H,524,567,24
H,471,543,25
