class,x,y,landmark_index
RL,487,63,0
RL,438,81,1
RL,392,114,2
RL,354,150,3
RL,330,184,4
RL,317,219,5
RL,310,253,6
RL,305,281,7
RL,296,312,8
RL,285,347,9
RL,274,383,10
RL,262,421,11
RL,255,457,12
RL,253,496,13
RL,246,531,14
RL,245,567,15
RL,241,601,16
RL,235,632,17
RL,235,668,18
RL,232,707,19
RL,228,752,20
RL,230,796,21
RL,252,775,22
RL,283,746,23
RL,320,719,24
RL,365,695,25
RL,408,682,26
RL,448,666,27
RL,488,643,28
RL,519,621,29
RL,505,577,30
RL,483,536,31
RL,477,497,32
RL,483,463,33
RL,498,427,34
RL,507,387,35
RL,515,342,36
RL,531,294,37
RL,552,245,38
RL,565,198,39
RL,575,155,40
RL,581,113,41
RL,573,78,42
RL,537,58,43
LL,972,68,0
LL,1028,81,1
LL,1080,106,2
LL,1122,138,3
LL,1145,174,4
LL,1161,207,5
LL,1170,247,6
LL,1176,288,7
LL,1182,325,8
LL,1190,365,9
LL,1206,403,10
LL,1225,439,11
LL,1233,472,12
LL,1236,507,13
LL,1236,544,14
LL,1238,577,15
LL,1242,615,16
LL,1242,658,17
LL,1238,698,18
LL,1236,739,19
LL,1240,781,20
LL,1242,817,21
LL,1230,789,22
LL,1209,753,23
LL,1190,727,24
LL,1160,699,25
LL,1106,685,26
LL,1060,671,27
LL,1058,633,28
LL,1072,598,29
LL,1081,556,30
LL,1085,511,31
LL,1078,474,32
LL,1068,435,33
LL,1046,399,34
LL,1025,374,35
LL,998,352,36
LL,972,329,37
LL,952,310,38
LL,930,291,39
LL,911,267,40
LL,899,246,41
LL,890,217,42
LL,873,196,43
LL,848,180,44
LL,842,152,45
LL,847,126,46
LL,861,97,47
LL,887,71,48
LL,924,63,49
H,501,636,0
H,473,598,1
H,467,554,2
H,468,505,3
H,485,450,4
H,513,401,5
H,555,367,6
H,613,345,7
H,661,334,8
H,710,324,9
H,765,306,10
H,815,288,11
H,881,292,12
H,951,325,13
H,1017,385,14
H,1065,441,15
H,1104,503,16
H,1128,573,17
H,1109,646,18
H,1052,694,19
H,970,726,20
H,874,751,21
H,780,748,22
H,698,737,23
H,627,715,24
H,557,679,25
