class,x,y,landmark_index
RL,679,231,0
RL,601,259,1
RL,527,322,2
RL,449,402,3
RL,382,496,4
RL,330,588,5
RL,292,682,6
RL,266,771,7
RL,249,861,8
RL,232,950,9
RL,227,1039,10
RL,221,1128,11
RL,216,1215,12
RL,215,1304,13
RL,212,1388,14
RL,216,1483,15
RL,223,1572,16
RL,226,1660,17
RL,234,1751,18
RL,245,1842,19
RL,258,1934,20
RL,275,2007,21
RL,301,1922,22
RL,343,1833,23
RL,408,1763,24
RL,494,1714,25
RL,581,1689,26
RL,664,1675,27
RL,747,1668,28
RL,808,1655,29
RL,783,1552,30
RL,742,1450,31
RL,728,1348,32
RL,742,1244,33
RL,762,1143,34
RL,780,1043,35
RL,808,934,36
RL,829,821,37
RL,854,716,38
RL,864,607,39
RL,866,503,40
RL,858,402,41
RL,831,312,42
RL,766,242,43
LL,1272,164,0
LL,1350,181,1
LL,1436,225,2
LL,1522,281,3
LL,1599,351,4
LL,1661,430,5
LL,1709,506,6
LL,1750,585,7
LL,1785,666,8
LL,1815,749,9
LL,1847,835,10
LL,1873,922,11
LL,1896,1008,12
LL,1911,1089,13
LL,1919,1174,14
LL,1929,1256,15
LL,1947,1337,16
LL,1964,1423,17
LL,1978,1510,18
LL,1985,1599,19
LL,1986,1692,20
LL,1984,1773,21
LL,1958,1741,22
LL,1916,1684,23
LL,1880,1642,24
LL,1839,1603,25
LL,1772,1577,26
LL,1718,1541,27
LL,1716,1460,28
LL,1718,1376,29
LL,1721,1295,30
LL,1729,1210,31
LL,1715,1138,32
LL,1685,1069,33
LL,1634,1010,34
LL,1570,952,35
LL,1498,899,36
LL,1428,844,37
LL,1369,787,38
LL,1311,728,39
LL,1275,669,40
LL,1260,612,41
LL,1253,543,42
LL,1227,494,43
LL,1177,459,44
LL,1142,401,45
LL,1117,334,46
LL,1118,270,47
LL,1151,211,48
LL,1202,174,49
H,818,1629,0
H,757,1512,1
H,734,1366,2
H,737,1230,3
H,769,1087,4
H,826,969,5
H,893,881,6
H,965,829,7
H,1027,803,8
H,1087,785,9
H,1157,769,10
H,1229,754,11
H,1330,781,12
H,1448,861,13
H,1564,974,14
H,1655,1080,15
H,1721,1211,16
H,1755,1361,17
H,1730,1504,18
H,1645,1602,19
H,1520,1660,20
H,1394,1706,21
H,1270,1727,22
H,1160,1742,23
H,1043,1731,24
H,922,1701,25
