class,x,y,landmark_index
RL,395,179,0
RL,359,188,1
RL,322,210,2
RL,291,234,3
RL,268,264,4
RL,249,295,5
RL,236,327,6
RL,224,355,7
RL,208,388,8
RL,196,423,9
RL,186,458,10
RL,176,492,11
RL,169,523,12
RL,162,557,13
RL,147,589,14
RL,136,624,15
RL,127,655,16
RL,114,687,17
RL,104,720,18
RL,95,751,19
RL,90,783,20
RL,94,815,21
RL,116,780,22
RL,149,749,23
RL,194,721,24
RL,245,699,25
RL,297,690,26
RL,349,683,27
RL,396,676,28
RL,428,672,29
RL,420,637,30
RL,395,603,31
RL,373,569,32
RL,367,536,33
RL,375,503,34
RL,388,467,35
RL,405,431,36
RL,427,390,37
RL,453,352,38
RL,467,317,39
RL,477,283,40
RL,482,248,41
RL,471,213,42
RL,437,184,43
LL,744,175,0
LL,781,192,1
LL,811,216,2
LL,842,248,3
LL,868,282,4
LL,885,311,5
LL,897,344,6
LL,911,377,7
LL,923,412,8
LL,934,447,9
LL,944,480,10
LL,953,516,11
LL,962,549,12
LL,969,580,13
LL,976,618,14
LL,984,652,15
LL,993,687,16
LL,1002,726,17
LL,1010,762,18
LL,1013,793,19
LL,1010,827,20
LL,1003,853,21
LL,984,824,22
LL,954,788,23
LL,918,765,24
LL,878,746,25
LL,833,739,26
LL,801,733,27
LL,805,713,28
LL,824,693,29
LL,848,671,30
LL,864,647,31
LL,867,615,32
LL,861,581,33
LL,841,550,34
LL,815,521,35
LL,788,492,36
LL,769,463,37
LL,758,436,38
LL,746,405,39
LL,731,377,40
LL,719,354,41
LL,709,326,42
LL,691,306,43
LL,669,289,44
LL,663,261,45
LL,663,231,46
LL,668,205,47
LL,686,183,48
LL,712,171,49
H,407,655,0
H,379,611,1
H,364,563,2
H,360,516,3
H,377,468,4
H,409,428,5
H,453,406,6
H,499,394,7
H,535,394,8
H,574,399,9
H,614,407,10
H,653,416,11
H,704,441,12
H,759,489,13
H,809,551,14
H,841,606,15
H,848,655,16
H,839,704,17
H,805,738,18
H,757,754,19
H,704,757,20
H,653,761,21
H,601,754,22
H,552,740,23
H,504,724,24
H,454,696,25
