class,x,y,landmark_index
RL,540,85,0
RL,502,93,1
RL,462,118,2
RL,421,148,3
RL,386,179,4
RL,357,216,5
RL,333,251,6
RL,312,284,7
RL,292,320,8
RL,275,360,9
RL,262,397,10
RL,245,435,11
RL,233,471,12
RL,224,509,13
RL,213,545,14
RL,203,583,15
RL,197,619,16
RL,190,657,17
RL,182,694,18
RL,173,729,19
RL,167,767,20
RL,171,805,21
RL,196,765,22
RL,232,731,23
RL,275,700,24
RL,322,676,25
RL,369,666,26
RL,415,662,27
RL,464,658,28
RL,503,661,29
RL,505,622,30
RL,494,580,31
RL,492,539,32
RL,509,502,33
RL,538,464,34
RL,563,424,35
RL,582,381,36
RL,594,332,37
RL,604,289,38
RL,607,248,39
RL,610,208,40
RL,615,169,41
RL,613,129,42
RL,584,94,43
LL,899,103,0
LL,933,121,1
LL,966,149,2
LL,999,187,3
LL,1027,227,4
LL,1046,261,5
LL,1061,300,6
LL,1077,338,7
LL,1092,376,8
LL,1105,417,9
LL,1118,456,10
LL,1129,497,11
LL,1138,535,12
LL,1143,571,13
LL,1145,612,14
LL,1148,648,15
LL,1150,686,16
LL,1148,729,17
LL,1147,768,18
LL,1142,807,19
LL,1140,847,20
LL,1136,883,21
LL,1120,855,22
LL,1095,821,23
LL,1068,799,24
LL,1037,777,25
LL,995,767,26
LL,955,755,27
LL,950,725,28
LL,958,697,29
LL,965,666,30
LL,969,631,31
LL,963,597,32
LL,957,565,33
LL,941,532,34
LL,924,500,35
LL,903,469,36
LL,888,436,37
LL,880,405,38
LL,868,375,39
LL,857,345,40
LL,848,319,41
LL,837,289,42
LL,816,266,43
LL,788,248,44
LL,785,212,45
LL,794,176,46
LL,811,142,47
LL,839,113,48
LL,868,97,49
H,503,651,0
H,489,599,1
H,497,545,2
H,519,495,3
H,555,442,4
H,595,397,5
H,632,375,6
H,667,364,7
H,698,364,8
H,732,368,9
H,767,373,10
H,795,375,11
H,831,398,12
H,872,451,13
H,916,520,14
H,947,578,15
H,966,637,16
H,972,699,17
H,943,745,18
H,888,769,19
H,827,775,20
H,770,782,21
H,711,771,22
H,653,754,23
H,600,731,24
H,544,697,25
