class,x,y,landmark_index
RL,395,95,0
RL,361,103,1
RL,328,126,2
RL,302,155,3
RL,283,185,4
RL,270,220,5
RL,260,253,6
RL,246,281,7
RL,233,313,8
RL,222,346,9
RL,215,379,10
RL,206,411,11
RL,202,440,12
RL,199,473,13
RL,192,504,14
RL,189,535,15
RL,187,562,16
RL,183,593,17
RL,181,625,18
RL,179,656,19
RL,182,688,20
RL,191,722,21
RL,211,688,22
RL,238,658,23
RL,269,631,24
RL,307,609,25
RL,346,595,26
RL,387,582,27
RL,432,568,28
RL,472,562,29
RL,478,529,30
RL,471,493,31
RL,461,460,32
RL,456,429,33
RL,455,397,34
RL,451,364,35
RL,451,330,36
RL,453,291,37
RL,461,256,38
RL,464,221,39
RL,464,187,40
RL,463,155,41
RL,455,122,42
RL,430,97,43
LL,635,86,0
LL,667,97,1
LL,694,117,2
LL,720,144,3
LL,743,173,4
LL,764,201,5
LL,781,230,6
LL,800,259,7
LL,817,287,8
LL,830,317,9
LL,845,347,10
LL,860,380,11
LL,872,409,12
LL,884,436,13
LL,894,467,14
LL,902,493,15
LL,913,523,16
LL,924,557,17
LL,937,586,18
LL,943,616,19
LL,939,650,20
LL,924,679,21
LL,896,665,22
LL,866,643,23
LL,840,628,24
LL,816,616,25
LL,787,610,26
LL,763,600,27
LL,755,575,28
LL,751,550,29
LL,750,524,30
LL,753,496,31
LL,752,466,32
LL,749,437,33
LL,734,409,34
LL,719,384,35
LL,700,359,36
LL,685,334,37
LL,676,311,38
LL,663,287,39
LL,647,264,40
LL,632,247,41
LL,617,227,42
LL,592,215,43
LL,563,204,44
LL,553,179,45
LL,550,151,46
LL,555,124,47
LL,575,100,48
LL,604,86,49
H,469,550,0
H,457,522,1
H,454,491,2
H,456,460,3
H,461,427,4
H,472,397,5
H,492,382,6
H,521,373,7
H,548,372,8
H,577,373,9
H,606,374,10
H,629,373,11
H,656,382,12
H,687,411,13
H,717,452,14
H,739,484,15
H,757,519,16
H,770,558,17
H,767,593,18
H,739,611,19
H,702,618,20
H,666,622,21
H,627,617,22
H,584,608,23
H,543,596,24
H,502,576,25
