class,x,y,landmark_index
RL,739,191,0
RL,666,204,1
RL,593,245,2
RL,524,303,3
RL,468,376,4
RL,425,449,5
RL,394,525,6
RL,375,598,7
RL,360,673,8
RL,348,747,9
RL,338,819,10
RL,326,893,11
RL,310,963,12
RL,301,1039,13
RL,290,1108,14
RL,287,1184,15
RL,286,1256,16
RL,283,1325,17
RL,281,1399,18
RL,277,1471,19
RL,281,1547,20
RL,296,1615,21
RL,343,1560,22
RL,404,1501,23
RL,470,1457,24
RL,542,1423,25
RL,609,1403,26
RL,677,1393,27
RL,751,1384,28
RL,809,1373,29
RL,799,1289,30
RL,771,1200,31
RL,767,1114,32
RL,788,1032,33
RL,819,950,34
RL,843,869,35
RL,863,783,36
RL,879,696,37
RL,898,615,38
RL,903,529,39
RL,900,443,40
RL,889,359,41
RL,873,279,42
RL,819,210,43
LL,1249,211,0
LL,1317,237,1
LL,1383,287,2
LL,1447,344,3
LL,1500,410,4
LL,1540,478,5
LL,1569,548,6
LL,1590,614,7
LL,1607,684,8
LL,1618,754,9
LL,1628,822,10
LL,1637,891,11
LL,1646,960,12
LL,1650,1025,13
LL,1650,1096,14
LL,1652,1166,15
LL,1656,1235,16
LL,1656,1304,17
LL,1662,1369,18
LL,1666,1433,19
LL,1663,1500,20
LL,1652,1557,21
LL,1613,1511,22
LL,1552,1459,23
LL,1491,1429,24
LL,1428,1407,25
LL,1358,1406,26
LL,1316,1397,27
LL,1339,1350,28
LL,1372,1297,29
LL,1391,1241,30
LL,1394,1184,31
LL,1377,1128,32
LL,1355,1070,33
LL,1327,1011,34
LL,1301,950,35
LL,1275,889,36
LL,1257,826,37
LL,1240,767,38
LL,1214,714,39
LL,1188,666,40
LL,1168,625,41
LL,1159,578,42
LL,1134,540,43
LL,1101,504,44
LL,1096,439,45
LL,1093,368,46
LL,1099,300,47
LL,1132,242,48
LL,1183,211,49
H,808,1346,0
H,774,1246,1
H,767,1138,2
H,782,1034,3
H,820,925,4
H,860,838,5
H,903,787,6
H,962,764,7
H,1015,761,8
H,1061,763,9
H,1107,765,10
H,1151,768,11
H,1203,808,12
H,1261,896,13
H,1315,1003,14
H,1355,1101,15
H,1379,1202,16
H,1385,1305,17
H,1351,1385,18
H,1288,1421,19
H,1218,1436,20
H,1144,1451,21
H,1071,1452,22
H,1009,1453,23
H,946,1443,24
H,869,1412,25
