class,x,y,landmark_index
RL,751,231,0
RL,688,239,1
RL,629,280,2
RL,572,329,3
RL,524,375,4
RL,482,421,5
RL,449,466,6
RL,419,508,7
RL,384,555,8
RL,355,608,9
RL,332,662,10
RL,309,715,11
RL,291,763,12
RL,275,815,13
RL,256,864,14
RL,241,916,15
RL,227,963,16
RL,208,1014,17
RL,191,1067,18
RL,177,1114,19
RL,165,1162,20
RL,171,1209,21
RL,212,1151,22
RL,273,1099,23
RL,353,1057,24
RL,438,1036,25
RL,521,1040,26
RL,600,1050,27
RL,674,1062,28
RL,724,1072,29
RL,716,1019,30
RL,689,955,31
RL,677,896,32
RL,689,840,33
RL,718,781,34
RL,745,723,35
RL,775,664,36
RL,805,597,37
RL,841,535,38
RL,860,474,39
RL,868,414,40
RL,874,355,41
RL,864,293,42
RL,819,243,43
LL,1212,253,0
LL,1263,282,1
LL,1308,325,2
LL,1354,378,3
LL,1398,430,4
LL,1431,477,5
LL,1457,524,6
LL,1487,575,7
LL,1515,625,8
LL,1541,679,9
LL,1565,731,10
LL,1585,787,11
LL,1603,838,12
LL,1614,890,13
LL,1623,946,14
LL,1632,996,15
LL,1642,1052,16
LL,1653,1108,17
LL,1664,1164,18
LL,1667,1212,19
LL,1667,1263,20
LL,1659,1302,21
LL,1631,1257,22
LL,1590,1204,23
LL,1541,1174,24
LL,1485,1146,25
LL,1421,1139,26
LL,1376,1131,27
LL,1379,1095,28
LL,1395,1055,29
LL,1406,1009,30
LL,1403,966,31
LL,1384,917,32
LL,1360,872,33
LL,1327,828,34
LL,1294,787,35
LL,1260,748,36
LL,1237,706,37
LL,1219,666,38
LL,1192,625,39
LL,1164,586,40
LL,1141,554,41
LL,1126,515,42
LL,1106,483,43
LL,1074,456,44
LL,1061,407,45
LL,1057,355,46
LL,1068,307,47
LL,1107,267,48
LL,1157,245,49
H,714,1052,0
H,677,981,1
H,668,906,2
H,675,838,3
H,704,763,4
H,749,697,5
H,804,660,6
H,872,641,7
H,934,637,8
H,995,640,9
H,1055,642,10
H,1116,643,11
H,1182,675,12
H,1244,744,13
H,1310,833,14
H,1365,909,15
H,1401,985,16
H,1414,1065,17
H,1379,1133,18
H,1311,1170,19
H,1227,1184,20
H,1142,1197,21
H,1050,1192,22
H,966,1180,23
H,878,1154,24
H,789,1112,25
