class,x,y,landmark_index
RL,717,235,0
RL,659,243,1
RL,603,278,2
RL,549,320,3
RL,506,368,4
RL,470,417,5
RL,441,468,6
RL,416,513,7
RL,389,565,8
RL,365,616,9
RL,347,669,10
RL,324,722,11
RL,310,771,12
RL,301,827,13
RL,287,878,14
RL,276,932,15
RL,271,982,16
RL,262,1034,17
RL,252,1088,18
RL,242,1138,19
RL,238,1190,20
RL,248,1240,21
RL,279,1188,22
RL,326,1138,23
RL,385,1098,24
RL,450,1067,25
RL,514,1054,26
RL,574,1051,27
RL,635,1047,28
RL,678,1044,29
RL,672,987,30
RL,655,930,31
RL,652,871,32
RL,668,815,33
RL,696,758,34
RL,725,703,35
RL,753,646,36
RL,779,581,37
RL,807,522,38
RL,823,465,39
RL,831,408,40
RL,834,352,41
RL,824,295,42
RL,781,247,43
LL,1141,252,0
LL,1188,274,1
LL,1237,311,2
LL,1292,360,3
LL,1344,410,4
LL,1382,456,5
LL,1411,508,6
LL,1442,561,7
LL,1464,613,8
LL,1482,670,9
LL,1498,723,10
LL,1512,780,11
LL,1527,831,12
LL,1537,881,13
LL,1548,938,14
LL,1557,988,15
LL,1565,1043,16
LL,1573,1103,17
LL,1581,1157,18
LL,1585,1208,19
LL,1587,1262,20
LL,1584,1302,21
LL,1559,1259,22
LL,1520,1206,23
LL,1471,1171,24
LL,1414,1144,25
LL,1351,1137,26
LL,1310,1130,27
LL,1322,1092,28
LL,1343,1050,29
LL,1360,1009,30
LL,1366,968,31
LL,1361,918,32
LL,1347,870,33
LL,1315,823,34
LL,1275,780,35
LL,1232,740,36
LL,1195,696,37
LL,1165,655,38
LL,1127,613,39
LL,1094,575,40
LL,1074,543,41
LL,1064,506,42
LL,1044,477,43
LL,1019,452,44
LL,1017,407,45
LL,1018,358,46
LL,1027,311,47
LL,1055,269,48
LL,1094,247,49
H,678,1043,0
H,648,974,1
H,644,902,2
H,655,833,3
H,683,761,4
H,726,697,5
H,779,658,6
H,844,635,7
H,901,626,8
H,956,620,9
H,1013,613,10
H,1068,610,11
H,1133,638,12
H,1203,705,13
H,1273,793,14
H,1327,875,15
H,1355,959,16
H,1362,1047,17
H,1318,1119,18
H,1240,1152,19
H,1161,1159,20
H,1084,1170,21
H,1005,1168,22
H,919,1157,23
H,837,1137,24
H,751,1101,25
