class,x,y,landmark_index
RL,610,85,0
RL,560,103,1
RL,508,140,2
RL,459,184,3
RL,416,229,4
RL,384,279,5
RL,359,327,6
RL,339,371,7
RL,322,418,8
RL,305,469,9
RL,291,517,10
RL,281,565,11
RL,275,609,12
RL,274,659,13
RL,269,705,14
RL,267,754,15
RL,269,801,16
RL,268,850,17
RL,273,901,18
RL,276,948,19
RL,276,995,20
RL,282,1039,21
RL,317,981,22
RL,366,932,23
RL,427,895,24
RL,491,866,25
RL,558,853,26
RL,624,848,27
RL,692,841,28
RL,745,838,29
RL,740,786,30
RL,716,729,31
RL,699,676,32
RL,700,624,33
RL,714,572,34
RL,728,516,35
RL,735,460,36
RL,736,397,37
RL,739,342,38
RL,738,287,39
RL,739,234,40
RL,736,182,41
RL,721,132,42
RL,672,92,43
LL,1064,73,0
LL,1109,85,1
LL,1158,107,2
LL,1208,136,3
LL,1254,171,4
LL,1292,208,5
LL,1320,249,6
LL,1344,291,7
LL,1365,332,8
LL,1384,375,9
LL,1408,418,10
LL,1429,461,11
LL,1449,504,12
LL,1467,545,13
LL,1476,590,14
LL,1482,627,15
LL,1488,666,16
LL,1496,709,17
LL,1504,751,18
LL,1511,793,19
LL,1517,839,20
LL,1519,877,21
LL,1499,849,22
LL,1470,813,23
LL,1440,786,24
LL,1408,762,25
LL,1361,753,26
LL,1314,735,27
LL,1290,691,28
LL,1276,654,29
LL,1267,618,30
LL,1259,581,31
LL,1243,549,32
LL,1228,518,33
LL,1206,491,34
LL,1182,465,35
LL,1153,440,36
LL,1125,413,37
LL,1100,386,38
LL,1074,359,39
LL,1054,332,40
LL,1039,307,41
LL,1028,278,42
LL,1007,256,43
LL,982,241,44
LL,976,205,45
LL,975,166,46
LL,980,127,47
LL,1001,93,48
LL,1028,74,49
H,744,818,0
H,709,755,1
H,697,688,2
H,696,622,3
H,716,551,4
H,743,487,5
H,777,445,6
H,822,419,7
H,868,406,8
H,918,399,9
H,969,388,10
H,1017,375,11
H,1069,388,12
H,1129,431,13
H,1192,497,14
H,1246,549,15
H,1295,615,16
H,1336,690,17
H,1339,767,18
H,1292,818,19
H,1219,853,20
H,1146,877,21
H,1061,885,22
H,977,890,23
H,895,884,24
H,813,860,25
