class,x,y,landmark_index
RL,652,142,0
RL,594,150,1
RL,535,188,2
RL,475,237,3
RL,420,295,4
RL,376,358,5
RL,342,422,6
RL,319,481,7
RL,299,544,8
RL,279,607,9
RL,267,670,10
RL,251,733,11
RL,239,792,12
RL,229,855,13
RL,218,914,14
RL,212,979,15
RL,205,1038,16
RL,195,1100,17
RL,186,1162,18
RL,177,1218,19
RL,170,1278,20
RL,176,1332,21
RL,217,1282,22
RL,277,1235,23
RL,343,1197,24
RL,411,1174,25
RL,473,1162,26
RL,532,1154,27
RL,590,1142,28
RL,638,1128,29
RL,641,1055,30
RL,629,983,31
RL,630,913,32
RL,648,845,33
RL,677,779,34
RL,702,715,35
RL,722,649,36
RL,732,578,37
RL,743,509,38
RL,748,438,39
RL,755,365,40
RL,761,292,41
RL,754,221,42
RL,714,162,43
LL,1061,182,0
LL,1115,208,1
LL,1169,251,2
LL,1221,305,3
LL,1264,365,4
LL,1295,424,5
LL,1319,483,6
LL,1341,542,7
LL,1361,601,8
LL,1376,661,9
LL,1390,720,10
LL,1402,782,11
LL,1411,841,12
LL,1419,898,13
LL,1425,964,14
LL,1431,1024,15
LL,1436,1083,16
LL,1438,1145,17
LL,1442,1203,18
LL,1442,1258,19
LL,1441,1318,20
LL,1438,1370,21
LL,1422,1339,22
LL,1396,1298,23
LL,1368,1271,24
LL,1334,1243,25
LL,1291,1228,26
LL,1256,1212,27
LL,1264,1167,28
LL,1278,1109,29
LL,1279,1053,30
LL,1264,1000,31
LL,1243,944,32
LL,1218,890,33
LL,1182,839,34
LL,1144,787,35
LL,1108,735,36
LL,1078,679,37
LL,1055,624,38
LL,1028,570,39
LL,1007,523,40
LL,998,479,41
LL,999,430,42
LL,987,392,43
LL,958,364,44
LL,947,318,45
LL,940,270,46
LL,943,228,47
LL,967,194,48
LL,1008,175,49
H,644,1100,0
H,619,1014,1
H,621,925,2
H,637,840,3
H,672,753,4
H,713,683,5
H,753,643,6
H,802,623,7
H,847,620,8
H,890,622,9
H,941,623,10
H,991,626,11
H,1049,661,12
H,1110,741,13
H,1173,838,14
H,1229,926,15
H,1266,1020,16
H,1282,1117,17
H,1247,1191,18
H,1175,1221,19
H,1097,1225,20
H,1019,1233,21
H,933,1229,22
H,854,1221,23
H,779,1203,24
H,703,1169,25
