class,x,y,landmark_index
RL,297,90,0
RL,255,99,1
RL,222,121,2
RL,201,147,3
RL,191,177,4
RL,189,207,5
RL,192,235,6
RL,194,259,7
RL,189,283,8
RL,181,310,9
RL,173,337,10
RL,163,364,11
RL,155,388,12
RL,149,415,13
RL,138,441,14
RL,131,466,15
RL,126,491,16
RL,118,517,17
RL,111,546,18
RL,102,574,19
RL,95,606,20
RL,96,637,21
RL,114,613,22
RL,143,586,23
RL,175,562,24
RL,211,540,25
RL,248,529,26
RL,285,524,27
RL,322,517,28
RL,350,512,29
RL,349,483,30
RL,339,454,31
RL,332,423,32
RL,334,394,33
RL,343,367,34
RL,350,336,35
RL,359,303,36
RL,372,268,37
RL,389,233,38
RL,395,202,39
RL,395,169,40
RL,392,137,41
RL,378,108,42
RL,345,90,43
LL,655,67,0
LL,698,85,1
LL,737,112,2
LL,768,145,3
LL,784,181,4
LL,791,214,5
LL,792,250,6
LL,795,284,7
LL,796,316,8
LL,797,351,9
LL,803,383,10
LL,806,416,11
LL,809,445,12
LL,812,473,13
LL,817,508,14
LL,825,539,15
LL,837,574,16
LL,850,610,17
LL,862,644,18
LL,867,674,19
LL,867,710,20
LL,863,739,21
LL,845,719,22
LL,816,689,23
LL,783,668,24
LL,750,647,25
LL,706,638,26
LL,667,624,27
LL,653,596,28
LL,651,569,29
LL,657,538,30
LL,668,505,31
LL,672,475,32
LL,673,446,33
LL,667,416,34
LL,661,388,35
LL,652,359,36
LL,647,330,37
LL,642,300,38
LL,631,272,39
LL,614,244,40
LL,600,222,41
LL,592,195,42
LL,577,176,43
LL,552,164,44
LL,544,142,45
LL,545,118,46
LL,556,96,47
LL,583,74,48
LL,617,62,49
H,344,491,0
H,332,461,1
H,330,429,2
H,332,394,3
H,345,354,4
H,367,319,5
H,402,301,6
H,443,292,7
H,477,291,8
H,509,296,9
H,547,307,10
H,577,318,11
H,612,344,12
H,647,390,13
H,668,446,14
H,673,491,15
H,673,526,16
H,669,562,17
H,644,595,18
H,602,607,19
H,557,607,20
H,513,608,21
H,476,592,22
H,444,573,23
H,410,555,24
H,374,525,25
