class,x,y,landmark_index
RL,517,109,0
RL,475,117,1
RL,436,147,2
RL,398,181,3
RL,364,217,4
RL,338,255,5
RL,313,296,6
RL,288,331,7
RL,263,371,8
RL,243,409,9
RL,226,449,10
RL,206,488,11
RL,191,527,12
RL,181,569,13
RL,166,608,14
RL,154,651,15
RL,145,688,16
RL,138,727,17
RL,133,766,18
RL,123,803,19
RL,117,839,20
RL,124,872,21
RL,151,827,22
RL,193,788,23
RL,244,756,24
RL,300,732,25
RL,358,725,26
RL,414,719,27
RL,468,711,28
RL,506,709,29
RL,498,670,30
RL,475,628,31
RL,459,586,32
RL,460,547,33
RL,472,506,34
RL,486,464,35
RL,507,419,36
RL,531,369,37
RL,565,324,38
RL,589,282,39
RL,601,239,40
RL,606,197,41
RL,601,155,42
RL,567,117,43
LL,866,103,0
LL,909,122,1
LL,946,149,2
LL,984,185,3
LL,1017,224,4
LL,1042,262,5
LL,1066,301,6
LL,1090,340,7
LL,1113,379,8
LL,1135,421,9
LL,1159,461,10
LL,1179,502,11
LL,1198,543,12
LL,1212,582,13
LL,1220,626,14
LL,1229,667,15
LL,1240,708,16
LL,1248,753,17
LL,1256,797,18
LL,1258,838,19
LL,1255,880,20
LL,1248,910,21
LL,1228,880,22
LL,1194,841,23
LL,1157,820,24
LL,1116,802,25
LL,1071,797,26
LL,1036,789,27
LL,1039,758,28
LL,1048,721,29
LL,1054,686,30
LL,1055,650,31
LL,1049,611,32
LL,1038,574,33
LL,1022,539,34
LL,999,506,35
LL,969,474,36
LL,942,441,37
LL,919,410,38
LL,891,378,39
LL,868,347,40
LL,851,320,41
LL,837,289,42
LL,817,266,43
LL,788,247,44
LL,774,214,45
LL,765,177,46
LL,766,144,47
LL,787,115,48
LL,823,101,49
H,505,713,0
H,471,661,1
H,458,605,2
H,457,549,3
H,476,490,4
H,510,440,5
H,559,406,6
H,619,385,7
H,675,379,8
H,728,376,9
H,777,374,10
H,825,375,11
H,881,400,12
H,937,452,13
H,990,524,14
H,1028,587,15
H,1054,654,16
H,1064,719,17
H,1034,776,18
H,976,802,19
H,913,815,20
H,850,821,21
H,782,817,22
H,710,806,23
H,639,790,24
H,568,759,25
