class,x,y,landmark_index
RL,324,14,0
RL,297,20,1
RL,272,43,2
RL,249,70,3
RL,233,99,4
RL,221,128,5
RL,208,158,6
RL,197,185,7
RL,186,215,8
RL,175,246,9
RL,170,279,10
RL,163,310,11
RL,158,341,12
RL,154,373,13
RL,148,401,14
RL,146,432,15
RL,144,460,16
RL,141,491,17
RL,139,522,18
RL,136,551,19
RL,137,582,20
RL,146,612,21
RL,167,574,22
RL,196,541,23
RL,231,518,24
RL,271,503,25
RL,310,502,26
RL,348,510,27
RL,384,520,28
RL,414,529,29
RL,409,499,30
RL,394,459,31
RL,384,422,32
RL,384,387,33
RL,383,349,34
RL,378,312,35
RL,376,273,36
RL,377,233,37
RL,385,196,38
RL,388,157,39
RL,390,120,40
RL,390,83,41
RL,382,47,42
RL,356,20,43
LL,552,0,0
LL,577,5,1
LL,600,17,2
LL,626,36,3
LL,648,62,4
LL,663,86,5
LL,675,110,6
LL,690,135,7
LL,702,157,8
LL,714,182,9
LL,729,207,10
LL,744,233,11
LL,757,257,12
LL,768,280,13
LL,777,306,14
LL,788,328,15
LL,800,353,16
LL,812,380,17
LL,824,404,18
LL,832,428,19
LL,836,455,20
LL,834,478,21
LL,814,467,22
LL,785,459,23
LL,755,462,24
LL,724,464,25
LL,687,479,26
LL,654,488,27
LL,643,474,28
LL,635,456,29
LL,622,433,30
LL,610,412,31
LL,596,391,32
LL,586,371,33
LL,571,352,34
LL,561,334,35
LL,551,314,36
LL,546,295,37
LL,543,272,38
LL,539,252,39
LL,535,229,40
LL,532,209,41
LL,530,184,42
LL,519,165,43
LL,501,150,44
LL,497,120,45
LL,497,86,46
LL,498,51,47
LL,509,19,48
LL,528,3,49
H,403,500,0
H,382,466,1
H,375,430,2
H,374,393,3
H,379,349,4
H,387,309,5
H,399,283,6
H,415,267,7
H,429,259,8
H,446,257,9
H,471,258,10
H,490,261,11
H,510,277,12
H,538,310,13
H,570,351,14
H,600,385,15
H,631,420,16
H,656,458,17
H,656,493,18
H,640,516,19
H,611,529,20
H,579,539,21
H,542,539,22
H,509,539,23
H,477,534,24
H,439,521,25
