class,x,y,landmark_index
RL,430,87,0
RL,398,96,1
RL,368,120,2
RL,339,145,3
RL,316,170,4
RL,298,197,5
RL,287,224,6
RL,280,245,7
RL,272,270,8
RL,264,298,9
RL,255,324,10
RL,245,352,11
RL,238,376,12
RL,233,404,13
RL,224,428,14
RL,218,453,15
RL,212,477,16
RL,204,501,17
RL,195,527,18
RL,185,554,19
RL,180,582,20
RL,186,609,21
RL,208,582,22
RL,240,553,23
RL,275,530,24
RL,314,513,25
RL,354,505,26
RL,395,501,27
RL,435,495,28
RL,461,491,29
RL,449,461,30
RL,428,429,31
RL,417,400,32
RL,416,376,33
RL,426,352,34
RL,437,328,35
RL,444,299,36
RL,451,266,37
RL,463,235,38
RL,471,204,39
RL,478,174,40
RL,485,144,41
RL,487,114,42
RL,466,91,43
LL,729,55,0
LL,764,71,1
LL,795,95,2
LL,824,123,3
LL,845,152,4
LL,860,180,5
LL,873,211,6
LL,888,242,7
LL,903,270,8
LL,919,299,9
LL,940,327,10
LL,959,356,11
LL,971,384,12
LL,981,410,13
LL,984,438,14
LL,990,462,15
LL,1000,489,16
LL,1007,519,17
LL,1010,545,18
LL,1011,573,19
LL,1010,606,20
LL,1000,634,21
LL,978,613,22
LL,952,588,23
LL,928,570,24
LL,906,550,25
LL,874,542,26
LL,845,530,27
LL,834,501,28
LL,827,482,29
LL,818,462,30
LL,811,436,31
LL,802,410,32
LL,792,383,33
LL,774,355,34
LL,757,331,35
LL,735,310,36
LL,715,290,37
LL,700,271,38
LL,687,248,39
LL,679,221,40
LL,677,198,41
LL,674,170,42
LL,659,151,43
LL,639,140,44
LL,636,119,45
LL,640,99,46
LL,647,77,47
LL,667,58,48
LL,696,50,49
H,443,468,0
H,421,434,1
H,415,400,2
H,421,364,3
H,443,325,4
H,469,292,5
H,494,271,6
H,522,260,7
H,545,257,8
H,573,261,9
H,609,264,10
H,647,268,11
H,691,290,12
H,742,330,13
H,785,384,14
H,810,425,15
H,834,458,16
H,855,490,17
H,844,520,18
H,797,539,19
H,734,552,20
H,675,561,21
H,620,551,22
H,572,540,23
H,530,526,24
H,483,502,25
