class,x,y,landmark_index
RL,520,182,0
RL,479,194,1
RL,435,230,2
RL,393,272,3
RL,360,315,4
RL,333,358,5
RL,309,401,6
RL,288,440,7
RL,267,484,8
RL,248,529,9
RL,235,573,10
RL,221,617,11
RL,211,657,12
RL,205,701,13
RL,197,743,14
RL,194,787,15
RL,193,828,16
RL,188,870,17
RL,183,914,18
RL,178,953,19
RL,178,997,20
RL,184,1038,21
RL,209,992,22
RL,246,950,23
RL,296,916,24
RL,352,890,25
RL,408,879,26
RL,465,874,27
RL,518,868,28
RL,553,864,29
RL,540,816,30
RL,509,767,31
RL,487,720,32
RL,482,673,33
RL,491,626,34
RL,504,579,35
RL,519,529,36
RL,534,475,37
RL,557,425,38
RL,573,377,39
RL,588,329,40
RL,599,281,41
RL,597,231,42
RL,567,191,43
LL,865,176,0
LL,913,197,1
LL,949,229,2
LL,986,269,3
LL,1019,311,4
LL,1048,349,5
LL,1071,390,6
LL,1097,432,7
LL,1117,471,8
LL,1135,516,9
LL,1155,557,10
LL,1169,601,11
LL,1184,644,12
LL,1198,682,13
LL,1209,729,14
LL,1221,771,15
LL,1231,814,16
LL,1238,861,17
LL,1249,900,18
LL,1255,937,19
LL,1256,979,20
LL,1249,1011,21
LL,1224,975,22
LL,1184,937,23
LL,1138,916,24
LL,1089,900,25
LL,1035,900,26
LL,998,898,27
LL,1007,874,28
LL,1029,846,29
LL,1043,813,30
LL,1045,780,31
LL,1031,742,32
LL,1015,706,33
LL,987,670,34
LL,958,634,35
LL,926,600,36
LL,899,565,37
LL,880,532,38
LL,860,498,39
LL,838,466,40
LL,819,444,41
LL,811,414,42
LL,796,390,43
LL,773,369,44
LL,767,327,45
LL,763,279,46
LL,764,235,47
LL,785,196,48
LL,819,174,49
H,547,848,0
H,510,790,1
H,493,729,2
H,488,668,3
H,500,603,4
H,524,545,5
H,561,511,6
H,612,491,7
H,656,485,8
H,702,482,9
H,747,483,10
H,790,484,11
H,839,509,12
H,891,566,13
H,949,640,14
H,995,703,15
H,1023,770,16
H,1032,840,17
H,1004,892,18
H,952,916,19
H,893,922,20
H,837,934,21
H,781,934,22
H,727,924,23
H,670,914,24
H,607,891,25
