class,x,y,landmark_index
RL,597,190,0
RL,552,205,1
RL,502,239,2
RL,452,279,3
RL,408,322,4
RL,373,369,5
RL,348,418,6
RL,324,463,7
RL,301,514,8
RL,281,566,9
RL,268,620,10
RL,255,669,11
RL,246,719,12
RL,236,770,13
RL,217,823,14
RL,204,876,15
RL,198,927,16
RL,188,979,17
RL,182,1031,18
RL,182,1082,19
RL,180,1134,20
RL,185,1175,21
RL,214,1107,22
RL,260,1038,23
RL,319,980,24
RL,388,932,25
RL,463,905,26
RL,537,893,27
RL,613,891,28
RL,668,897,29
RL,663,851,30
RL,639,801,31
RL,623,749,32
RL,622,700,33
RL,634,649,34
RL,648,596,35
RL,665,545,36
RL,685,489,37
RL,704,438,38
RL,708,387,39
RL,706,337,40
RL,701,287,41
RL,686,235,42
RL,648,195,43
LL,1035,177,0
LL,1074,203,1
LL,1111,241,2
LL,1156,289,3
LL,1193,336,4
LL,1221,383,5
LL,1240,428,6
LL,1262,481,7
LL,1286,528,8
LL,1307,584,9
LL,1327,634,10
LL,1341,690,11
LL,1355,737,12
LL,1367,786,13
LL,1378,840,14
LL,1388,890,15
LL,1395,945,16
LL,1399,1000,17
LL,1401,1052,18
LL,1398,1097,19
LL,1391,1147,20
LL,1382,1185,21
LL,1364,1147,22
LL,1333,1091,23
LL,1289,1049,24
LL,1238,1017,25
LL,1177,1004,26
LL,1131,988,27
LL,1133,957,28
LL,1160,923,29
LL,1193,886,30
LL,1213,844,31
LL,1212,795,32
LL,1201,750,33
LL,1178,704,34
LL,1148,662,35
LL,1112,623,36
LL,1080,582,37
LL,1055,543,38
LL,1025,503,39
LL,998,466,40
LL,977,436,41
LL,963,402,42
LL,944,375,43
LL,926,352,44
LL,926,310,45
LL,929,267,46
LL,933,225,47
LL,955,187,48
LL,991,169,49
H,663,891,0
H,631,828,1
H,619,764,2
H,616,701,3
H,631,635,4
H,657,579,5
H,692,548,6
H,742,532,7
H,792,529,8
H,843,528,9
H,898,526,10
H,949,524,11
H,1008,547,12
H,1071,607,13
H,1130,687,14
H,1171,760,15
H,1185,838,16
H,1178,918,17
H,1140,974,18
H,1085,1002,19
H,1030,1008,20
H,978,1012,21
H,913,1004,22
H,853,992,23
H,793,973,24
H,722,941,25
