class,x,y,landmark_index
RL,751,197,0
RL,678,209,1
RL,606,246,2
RL,535,299,3
RL,475,359,4
RL,427,424,5
RL,392,492,6
RL,367,557,7
RL,349,626,8
RL,333,695,9
RL,323,767,10
RL,307,837,11
RL,293,904,12
RL,281,976,13
RL,263,1044,14
RL,251,1117,15
RL,242,1186,16
RL,233,1255,17
RL,228,1325,18
RL,221,1390,19
RL,218,1460,20
RL,228,1519,21
RL,268,1450,22
RL,328,1380,23
RL,405,1324,24
RL,491,1284,25
RL,578,1262,26
RL,662,1250,27
RL,744,1243,28
RL,804,1233,29
RL,789,1160,30
RL,755,1086,31
RL,739,1012,32
RL,749,940,33
RL,775,868,34
RL,796,796,35
RL,814,725,36
RL,830,648,37
RL,857,574,38
RL,878,501,39
RL,891,428,40
RL,894,354,41
RL,878,279,42
RL,827,217,43
LL,1266,254,0
LL,1329,280,1
LL,1395,325,2
LL,1463,381,3
LL,1519,446,4
LL,1557,506,5
LL,1583,570,6
LL,1605,637,7
LL,1620,702,8
LL,1633,772,9
LL,1643,835,10
LL,1651,904,11
LL,1661,968,12
LL,1669,1029,13
LL,1674,1099,14
LL,1678,1162,15
LL,1684,1229,16
LL,1688,1296,17
LL,1695,1360,18
LL,1694,1421,19
LL,1689,1481,20
LL,1676,1525,21
LL,1646,1467,22
LL,1596,1403,23
LL,1533,1361,24
LL,1459,1330,25
LL,1379,1323,26
LL,1324,1318,27
LL,1332,1277,28
LL,1352,1227,29
LL,1364,1179,30
LL,1367,1132,31
LL,1360,1075,32
LL,1349,1023,33
LL,1328,968,34
LL,1298,914,35
LL,1263,861,36
LL,1236,806,37
LL,1218,753,38
LL,1196,699,39
LL,1173,652,40
LL,1155,615,41
LL,1149,574,42
LL,1133,537,43
LL,1101,507,44
LL,1093,454,45
LL,1100,393,46
LL,1119,334,47
LL,1159,283,48
LL,1208,252,49
H,795,1210,0
H,755,1122,1
H,742,1031,2
H,747,940,3
H,778,847,4
H,817,769,5
H,867,727,6
H,932,704,7
H,989,703,8
H,1041,707,9
H,1092,711,10
H,1141,717,11
H,1192,757,12
H,1247,841,13
H,1301,946,14
H,1340,1039,15
H,1364,1134,16
H,1372,1230,17
H,1337,1306,18
H,1264,1338,19
H,1188,1342,20
H,1119,1347,21
H,1056,1342,22
H,996,1329,23
H,930,1310,24
H,861,1272,25
