class,x,y,landmark_index
RL,365,65,0
RL,330,80,1
RL,298,104,2
RL,272,131,3
RL,253,158,4
RL,240,186,5
RL,231,213,6
RL,224,239,7
RL,217,266,8
RL,210,297,9
RL,204,328,10
RL,197,357,11
RL,192,383,12
RL,186,414,13
RL,172,443,14
RL,160,474,15
RL,151,503,16
RL,140,531,17
RL,133,562,18
RL,132,590,19
RL,135,627,20
RL,142,654,21
RL,159,622,22
RL,183,582,23
RL,219,551,24
RL,263,522,25
RL,308,506,26
RL,355,493,27
RL,400,484,28
RL,430,481,29
RL,423,450,30
RL,404,420,31
RL,392,390,32
RL,392,362,33
RL,400,332,34
RL,405,302,35
RL,409,271,36
RL,418,235,37
RL,432,201,38
RL,439,169,39
RL,442,137,40
RL,444,108,41
RL,435,80,42
RL,405,62,43
LL,680,35,0
LL,713,49,1
LL,741,71,2
LL,765,100,3
LL,781,131,4
LL,790,158,5
LL,796,186,6
LL,803,215,7
LL,810,242,8
LL,820,273,9
LL,833,302,10
LL,846,332,11
LL,857,360,12
LL,869,387,13
LL,880,420,14
LL,891,449,15
LL,900,481,16
LL,908,517,17
LL,914,549,18
LL,915,575,19
LL,915,606,20
LL,910,629,21
LL,892,603,22
LL,864,571,23
LL,830,555,24
LL,792,544,25
LL,748,542,26
LL,716,538,27
LL,716,517,28
LL,727,498,29
LL,744,474,30
LL,759,446,31
LL,761,417,32
LL,754,391,33
LL,738,364,34
LL,720,338,35
LL,701,312,36
LL,685,283,37
LL,677,254,38
LL,665,224,39
LL,653,195,40
LL,642,174,41
LL,632,151,42
LL,613,137,43
LL,588,129,44
LL,580,109,45
LL,582,87,46
LL,591,65,47
LL,614,42,48
LL,646,31,49
H,418,452,0
H,396,417,1
H,389,382,2
H,388,349,3
H,397,311,4
H,412,279,5
H,437,259,6
H,471,248,7
H,504,244,8
H,537,242,9
H,571,246,10
H,606,253,11
H,649,275,12
H,695,319,13
H,727,375,14
H,744,421,15
H,744,460,16
H,735,497,17
H,709,522,18
H,671,535,19
H,629,536,20
H,591,537,21
H,554,527,22
H,521,516,23
H,490,504,24
H,452,484,25
