class,x,y,landmark_index
RL,470,-2,0
RL,433,5,1
RL,397,25,2
RL,367,49,3
RL,345,74,4
RL,330,100,5
RL,319,128,6
RL,306,153,7
RL,292,182,8
RL,280,212,9
RL,269,242,10
RL,254,270,11
RL,239,295,12
RL,224,323,13
RL,206,349,14
RL,190,379,15
RL,176,407,16
RL,162,435,17
RL,152,467,18
RL,142,495,19
RL,138,522,20
RL,145,550,21
RL,174,514,22
RL,216,483,23
RL,265,459,24
RL,316,438,25
RL,367,432,26
RL,418,432,27
RL,470,432,28
RL,508,435,29
RL,508,406,30
RL,494,371,31
RL,486,342,32
RL,487,314,33
RL,496,285,34
RL,509,254,35
RL,524,221,36
RL,533,183,37
RL,542,150,38
RL,545,117,39
RL,546,87,40
RL,545,55,41
RL,537,23,42
RL,510,0,43
LL,796,5,0
LL,825,22,1
LL,855,46,2
LL,883,77,3
LL,901,109,4
LL,911,138,5
LL,916,169,6
LL,919,200,7
LL,923,231,8
LL,929,263,9
LL,939,294,10
LL,946,327,11
LL,955,357,12
LL,963,384,13
LL,970,416,14
LL,977,443,15
LL,983,473,16
LL,989,507,17
LL,997,540,18
LL,1000,568,19
LL,999,599,20
LL,994,622,21
LL,975,601,22
LL,950,572,23
LL,922,555,24
LL,894,540,25
LL,862,534,26
LL,840,523,27
LL,847,494,28
LL,863,462,29
LL,880,432,30
LL,891,402,31
LL,892,370,32
LL,886,341,33
LL,870,313,34
LL,848,289,35
LL,820,268,36
LL,797,245,37
LL,785,223,38
LL,771,198,39
LL,758,174,40
LL,749,154,41
LL,741,132,42
LL,725,115,43
LL,703,102,44
LL,698,77,45
LL,703,52,46
LL,716,28,47
LL,740,8,48
LL,767,0,49
H,500,400,0
H,483,366,1
H,483,335,2
H,488,303,3
H,502,267,4
H,522,239,5
H,548,222,6
H,586,215,7
H,623,216,8
H,658,219,9
H,695,225,10
H,731,228,11
H,773,246,12
H,816,288,13
H,858,343,14
H,886,390,15
H,894,435,16
H,890,482,17
H,859,515,18
H,805,526,19
H,752,520,20
H,704,514,21
H,660,495,22
H,625,481,23
H,587,461,24
H,540,434,25
