class,x,y,landmark_index
RL,593,139,0
RL,546,148,1
RL,492,182,2
RL,437,224,3
RL,388,270,4
RL,347,317,5
RL,317,367,6
RL,292,413,7
RL,267,461,8
RL,249,512,9
RL,235,563,10
RL,223,613,11
RL,218,662,12
RL,215,714,13
RL,212,764,14
RL,216,818,15
RL,221,866,16
RL,223,916,17
RL,228,967,18
RL,233,1014,19
RL,236,1066,20
RL,243,1117,21
RL,269,1066,22
RL,308,1017,23
RL,354,974,24
RL,405,942,25
RL,460,923,26
RL,514,912,27
RL,563,899,28
RL,596,892,29
RL,580,843,30
RL,552,792,31
RL,538,738,32
RL,546,684,33
RL,573,631,34
RL,599,578,35
RL,618,522,36
RL,638,463,37
RL,664,409,38
RL,678,356,39
RL,684,303,40
RL,686,249,41
RL,680,197,42
RL,645,151,43
LL,979,136,0
LL,1024,152,1
LL,1073,185,2
LL,1125,224,3
LL,1171,267,4
LL,1211,308,5
LL,1245,353,6
LL,1278,397,7
LL,1306,445,8
LL,1329,494,9
LL,1347,543,10
LL,1360,593,11
LL,1373,641,12
LL,1383,684,13
LL,1389,735,14
LL,1396,782,15
LL,1402,830,16
LL,1407,883,17
LL,1418,929,18
LL,1424,973,19
LL,1420,1020,20
LL,1406,1059,21
LL,1368,1026,22
LL,1314,985,23
LL,1260,960,24
LL,1204,940,25
LL,1143,934,26
LL,1102,921,27
LL,1104,889,28
LL,1119,861,29
LL,1134,824,30
LL,1142,784,31
LL,1132,742,32
LL,1116,702,33
LL,1096,660,34
LL,1077,616,35
LL,1054,572,36
LL,1035,529,37
LL,1017,491,38
LL,992,453,39
LL,967,418,40
LL,949,391,41
LL,936,361,42
LL,913,337,43
LL,882,317,44
LL,871,278,45
LL,865,236,46
LL,872,195,47
LL,898,159,48
LL,935,137,49
H,593,875,0
H,554,810,1
H,544,739,2
H,554,667,3
H,589,594,4
H,630,529,5
H,680,495,6
H,734,476,7
H,779,473,8
H,824,471,9
H,868,469,10
H,910,466,11
H,961,495,12
H,1016,558,13
H,1066,640,14
H,1101,715,15
H,1122,787,16
H,1127,860,17
H,1099,912,18
H,1043,937,19
H,979,945,20
H,921,955,21
H,859,952,22
H,796,948,23
H,734,941,24
H,663,918,25
