class,x,y,landmark_index
RL,346,54,0
RL,315,62,1
RL,283,85,2
RL,255,105,3
RL,234,128,4
RL,219,153,5
RL,209,176,6
RL,199,197,7
RL,188,222,8
RL,177,249,9
RL,169,276,10
RL,160,304,11
RL,154,327,12
RL,151,352,13
RL,140,377,14
RL,133,402,15
RL,131,426,16
RL,123,451,17
RL,116,477,18
RL,110,502,19
RL,110,531,20
RL,116,560,21
RL,131,538,22
RL,153,513,23
RL,181,490,24
RL,216,472,25
RL,253,466,26
RL,288,464,27
RL,314,464,28
RL,330,465,29
RL,314,439,30
RL,291,411,31
RL,278,382,32
RL,279,355,33
RL,293,329,34
RL,307,299,35
RL,324,267,36
RL,346,233,37
RL,371,199,38
RL,387,167,39
RL,398,135,40
RL,405,105,41
RL,401,76,42
RL,378,56,43
LL,666,47,0
LL,697,59,1
LL,724,78,2
LL,748,104,3
LL,762,131,4
LL,769,154,5
LL,773,180,6
LL,779,206,7
LL,784,231,8
LL,790,256,9
LL,800,280,10
LL,810,306,11
LL,815,329,12
LL,820,351,13
LL,822,376,14
LL,824,398,15
LL,827,421,16
LL,830,449,17
LL,832,474,18
LL,836,500,19
LL,837,527,20
LL,833,550,21
LL,818,532,22
LL,797,512,23
LL,774,500,24
LL,748,489,25
LL,714,487,26
LL,687,483,27
LL,689,462,28
LL,705,441,29
LL,721,417,30
LL,731,391,31
LL,728,366,32
LL,720,342,33
LL,702,317,34
LL,681,296,35
LL,658,278,36
LL,639,261,37
LL,627,245,38
LL,618,227,39
LL,609,207,40
LL,605,191,41
LL,603,170,42
LL,591,154,43
LL,573,142,44
LL,572,121,45
LL,577,98,46
LL,587,76,47
LL,609,55,48
LL,637,44,49
H,315,440,0
H,288,406,1
H,280,368,2
H,284,329,3
H,305,286,4
H,335,251,5
H,375,232,6
H,418,222,7
H,452,223,8
H,485,227,9
H,523,231,10
H,556,234,11
H,598,249,12
H,643,283,13
H,686,328,14
H,714,367,15
H,725,401,16
H,720,437,17
H,689,472,18
H,643,488,19
H,593,497,20
H,543,506,21
H,493,501,22
H,450,493,23
H,406,485,24
H,358,466,25
