class,x,y,landmark_index
RL,429,14,0
RL,395,22,1
RL,361,43,2
RL,329,67,3
RL,308,91,4
RL,293,119,5
RL,279,147,6
RL,267,172,7
RL,257,202,8
RL,246,233,9
RL,237,264,10
RL,224,295,11
RL,213,322,12
RL,203,354,13
RL,188,383,14
RL,177,415,15
RL,169,445,16
RL,158,474,17
RL,148,505,18
RL,137,535,19
RL,129,562,20
RL,132,594,21
RL,156,557,22
RL,193,525,23
RL,237,496,24
RL,286,473,25
RL,334,460,26
RL,381,453,27
RL,430,446,28
RL,471,447,29
RL,475,416,30
RL,466,382,31
RL,460,352,32
RL,464,325,33
RL,472,296,34
RL,476,266,35
RL,479,234,36
RL,486,199,37
RL,498,167,38
RL,502,136,39
RL,502,104,40
RL,502,73,41
RL,496,42,42
RL,468,19,43
LL,735,40,0
LL,765,53,1
LL,794,72,2
LL,822,99,3
LL,842,128,4
LL,853,156,5
LL,856,186,6
LL,862,217,7
LL,870,245,8
LL,880,276,9
LL,894,303,10
LL,906,332,11
LL,916,358,12
LL,927,383,13
LL,937,413,14
LL,946,440,15
LL,956,470,16
LL,965,503,17
LL,975,532,18
LL,980,557,19
LL,982,586,20
LL,976,611,21
LL,958,587,22
LL,931,555,23
LL,905,534,24
LL,878,517,25
LL,841,511,26
LL,812,505,27
LL,810,487,28
LL,821,469,29
LL,838,447,30
LL,852,425,31
LL,855,401,32
LL,852,374,33
LL,835,348,34
LL,814,325,35
LL,787,301,36
LL,765,275,37
LL,750,251,38
LL,732,226,39
LL,717,202,40
LL,705,182,41
LL,694,160,42
LL,676,144,43
LL,651,134,44
LL,646,112,45
LL,649,88,46
LL,659,66,47
LL,682,46,48
LL,708,36,49
H,472,425,0
H,458,392,1
H,456,362,2
H,458,334,3
H,467,302,4
H,480,275,5
H,502,257,6
H,537,246,7
H,573,242,8
H,609,239,9
H,650,239,10
H,690,236,11
H,736,252,12
H,779,293,13
H,815,346,14
H,838,388,15
H,842,428,16
H,837,468,17
H,817,496,18
H,780,507,19
H,735,512,20
H,688,516,21
H,637,509,22
H,589,497,23
H,547,482,24
H,502,457,25
